Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Outlet,Current Stock,Stock Value,Item Value,Reorder Point,Reorder Amount
Hahvahd T-Shirt / XXL / Crimson,1393,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,7,30.24,4.32,2,2
Hard Headed T-Shirt / L / Charcoal,10075,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,10.09,2,2
Hard Headed T-Shirt / L / Oxford,4063,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,10.11,2,2
Hard Headed T-Shirt / M / Charcoal,10074,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.91,2,2
Hard Headed T-Shirt / M / Oxford,4062,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.74,2,2
Hard Headed T-Shirt / S / Charcoal,10073,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.74,2,2
Hard Headed T-Shirt / S / Oxford,4061,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.95,2,2
Hard Headed T-Shirt / XL / Charcoal,10076,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.74,2,2
Hard Headed T-Shirt / XL / Oxford,4064,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.97,1,1
Hard Headed T-Shirt / XXL / Charcoal,10077,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.97,1,1
Hard Headed T-Shirt / XXL / Oxford,4074,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.88,1,1
Harvard 'H' Booties / Crimson,10546,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,-1,-4.16646,4.16646,3,2
Harvard 1636 Pin / Gold,895,,5 Accessories,Pin Badge Maker Company,120 Accessories > Pins,,Mt Auburn,17,9.15348,0.53844,0,0
Harvard 1636 Putty Hat / Ivory,10608,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,,Mt Auburn,9,42.75,4.75,5,6
Harvard 32oz. Sports Bottle / Crimson,10836,,6 Drinkware,RFSJ,220 Drinkware > Bottles,,Mt Auburn,11,82.27802,7.47982,0,0
Harvard 3D Crest Magnet / White,1514,MAHONE,5 Accessories,Pin Badge Maker Company,140 Accessories > Magnets,,Mt Auburn,4,4.8116,1.2029,5,10
Harvard 3D Johnston Gate Magnet,1513,MAHONE,5 Accessories,Pin Badge Maker Company,140 Accessories > Magnets,,Mt Auburn,10,14.0273,1.40273,5,10
Harvard 3D Weeks Bridge Magnet,10095,,5 Accessories,Pin Badge Maker Company,140 Accessories > Magnets,,Mt Auburn,-2,-2.1275,1.06375,5,10
Harvard 6-in-1 Golf Tool,10921,,5 Accessories,Quality,180 Accessories > Other,,Mt Auburn,-3,-23.52,7.84,0,0
Harvard Advocate Board,10623,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,Mt Auburn,0,0,12.5,0,0
Harvard Alumni at Stadium Vintage Photo,10408,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,Mt Auburn,0,0,10,0,0
Harvard American Apparel Women's Crest V-Neck / L / Crimson,4397,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,8.82,2,2
Harvard American Apparel Women's Crest V-Neck / L / Gray,4375,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,1,7.69,7.69,2,2
Harvard American Apparel Women's Crest V-Neck / L / Sky Blue,4371,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,8.82,2,2
Harvard American Apparel Women's Crest V-Neck / M / Crimson,4398,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / M / Gray,4374,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / M / Sky Blue,4370,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / S / Crimson,4399,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / S / Gray,4373,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / S / Sky Blue,4369,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,8.07,0,0
Harvard American Apparel Women's Crest V-Neck / XS / Crimson,4396,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / XS / Gray,4372,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,8.82,2,2
Harvard American Apparel Women's Crest V-Neck / XS / Sky Blue,4368,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,8.82,2,2
Harvard Applique Full Zip / L / Crimson,10645,,3 Classic Collection,Bay State Apparel,023 Apparel > Sweatshirts > Zip,,Mt Auburn,3,46.5,15.5,1,2
Harvard Applique Full Zip / M / Crimson,10644,,3 Classic Collection,Bay State Apparel,023 Apparel > Sweatshirts > Zip,,Mt Auburn,0,0,15.5,1,2
Harvard Applique Full Zip / S / Crimson,10643,,3 Classic Collection,Bay State Apparel,023 Apparel > Sweatshirts > Zip,,Mt Auburn,5,77.5,15.5,1,2
Harvard Applique Full Zip / XL / Crimson,10646,,3 Classic Collection,Bay State Apparel,023 Apparel > Sweatshirts > Zip,,Mt Auburn,2,30.9075,15.45375,1,2
Harvard Applique Full Zip / XS / Crimson,10642,,3 Classic Collection,Bay State Apparel,023 Apparel > Sweatshirts > Zip,,Mt Auburn,1,15.5,15.5,1,2
Harvard Arc Hat / Black,10658,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,"Harvard sport, accessories, black hat",Mt Auburn,-5,-23.75,4.75,3,4
Harvard Arc Hat / Oxford,10735,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,"Harvard sport, accessories, black hat",Mt Auburn,6,28.5,4.75,0,0
Harvard Arc T-shirt / L / Black,4044,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,9,26.32266,2.92474,6,6
Harvard Arc T-shirt / L / Crimson,1119,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,5,15.5172,3.10344,6,8
Harvard Arc T-shirt / L / Oxford,315,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,9,27.11691,3.01299,6,8
Harvard Arc T-shirt / M / Black,4043,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,19,56.56547,2.97713,6,8
Harvard Arc T-shirt / M / Crimson,1201,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,13,40.33146,3.10242,6,8
Harvard Arc T-shirt / M / Oxford,314,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,13,39.09399,3.00723,6,8
Harvard Arc T-shirt / S / Black,4042,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,8,23.1968,2.8996,6,8
Harvard Arc T-shirt / S / Crimson,1200,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,14,43.83974,3.13141,6,8
Harvard Arc T-shirt / S / Oxford,313,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,11,33.99011,3.09001,6,8
Harvard Arc T-shirt / XL / Black,4045,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,6,17.51412,2.91902,6,8
Harvard Arc T-shirt / XL / Crimson,1400,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,9,27.09,3.01,6,8
Harvard Arc T-shirt / XL / Oxford,316,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,15,42.87075,2.85805,6,8
Harvard Arc T-shirt / XXL / Black,4076,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,6,23.87694,3.97949,2,2
Harvard Arc T-shirt / XXL / Crimson,1202,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,2,7.45972,3.72986,2,3
Harvard Arc T-shirt / XXL / Oxford,317,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,8,28.88216,3.61027,2,2
Harvard Athletic Polo / Black / L,10487,,Clearance,Charles River,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,21.54,1,2
Harvard Athletic Polo / Black / M,10486,,Clearance,Charles River,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,0,1,2
Harvard Athletic Polo / Black / S,10485,,Clearance,Charles River,"010 Apparel > T-shirts, Tanks",,Mt Auburn,-2,-46.58,23.29,1,2
Harvard Athletic Polo / Black / XL,10488,,Clearance,Charles River,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,21.54,1,2
Harvard Athletic Shield Hat / Black,11017,,2 Lifestyle Collection,Quality,030 Apparel > Hats,,Mt Auburn,12,66.48,5.54,0,0
Harvard Athletic Shield Hat / Crimson,11016,,2 Lifestyle Collection,Quality,030 Apparel > Hats,,Mt Auburn,0,0,5.67318,0,0
Harvard Athletic Shield T-shirt / L,10533,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,4.33,0,0
Harvard Athletic Shield T-shirt / M,10532,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,4.33,0,0
Harvard Athletic Shield T-shirt / S,10510,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,4.36,0,0
Harvard Athletic Shield T-shirt / XL,10534,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,4.33,0,0
Harvard Athletic Shorts / Black / L,10491,,Clearance,Quality,040 Apparel > Pants and Shorts,,Mt Auburn,0,0,10.32426,2,2
Harvard Athletic Shorts / Black / M,10490,,Clearance,Quality,040 Apparel > Pants and Shorts,,Mt Auburn,0,0,10.32426,2,2
Harvard Athletic Shorts / Black / S,10489,,Clearance,Quality,040 Apparel > Pants and Shorts,,Mt Auburn,0,0,12.08,2,2
Harvard Athletic Shorts / Black / XL,10492,,Clearance,Quality,040 Apparel > Pants and Shorts,,Mt Auburn,0,0,8,2,2
Harvard Baby & Toddler Fleece Jacket / 12M / Crimson,10540,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,0,0,13.03594,1,2
Harvard Baby & Toddler Fleece Jacket / 18M / Crimson,10541,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,0,0,12.80834,1,2
Harvard Baby & Toddler Fleece Jacket / 24M / Crimson,10542,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,0,0,13.07162,1,2
Harvard Baby & Toddler Fleece Jacket / 2T / Crimson,10543,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,0,0,13.17111,1,2
Harvard Baby & Toddler Fleece Jacket / 3T / Crimson,10544,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,0,0,13.04724,1,2
Harvard Baby & Toddler Fleece Jacket / 4T / Crimson,10545,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,2,25.95838,12.97919,1,2
Harvard Bachelor Frame,4031,UFRAME,Large Purchases,University Frames,"400 Frames, Rings, Chairs, Lamps","bachelor's, bachelors",Mt Auburn,0,0,79.96,0,0
Harvard Band on Opening Day Vintage Photo,10411,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,Mt Auburn,1,10,10,0,0
Harvard Barrel Pen / White,611,ARTS A,5 Accessories,Arts & Cards,130 Accessories > Stationery,,Mt Auburn,76,114.7524,1.5099,5,10
Harvard Baseball Crew / L,11097,,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Mt Auburn,1,25.69645,25.69645,0,0
Harvard Baseball Crew / M,11096,,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Mt Auburn,2,51.25278,25.62639,0,0
Harvard Baseball Crew / S,11095,,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Mt Auburn,1,25.69642,25.69642,0,0
Harvard Baseball Crew / XL,11098,,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Mt Auburn,1,25.70311,25.70311,0,0
Harvard Basketball T-shirt / L / Oxford,10521,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,4.06,0,0
Harvard Basketball T-shirt / M / Oxford,10520,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,4.06,0,0
Harvard Basketball T-shirt / S / Oxford,10514,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,0.72,0,0
Harvard Basketball T-shirt / XL / Oxford,10850,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,4.33,0,0
Harvard Bistro Mug / Ivory,11237,,6 Drinkware,Quality,210 Drinkware > Mugs,,Mt Auburn,-2,-9.4432,4.7216,0,0
Harvard Bodysuit / 0-3M,10947,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,0,0,10.49449,0,0
Harvard Bodysuit / 12M,10950,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,1,10.27794,10.27794,0,0
Harvard Bodysuit / 3-6M,10948,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,7,75.46084,10.78012,0,0
Harvard Bodysuit / 6-9M,10949,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,1,10.66542,10.66542,0,0
Harvard Bodysuit Dress / 0-3M / Crimson,10550,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,2,19.8932,9.9466,0,0
Harvard Bodysuit Dress / 12M / Crimson,10553,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,1,9.98,9.98,0,0
Harvard Bodysuit Dress / 18M / Crimson,10554,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,0,0,9.97962,0,0
Harvard Bodysuit Dress / 24M / Crimson,10555,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,0,0,9.99072,0,0
Harvard Bodysuit Dress / 3-6M / Crimson,10551,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,1,9.97922,9.97922,0,0
Harvard Bodysuit Dress / 6-9M / Crimson,10552,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,0,0,9.97921,0,0
Harvard Bottle Opener / Crimson,11273,,5 Accessories,Pin Badge Maker Company,180 Accessories > Other,,Mt Auburn,10,2.3361,0.23361,0,0
Harvard Bottle Opener Keychain / Silver,1680,LXG,5 Accessories,LXG,110 Accessories > Keychains,,Mt Auburn,8,30.24304,3.78038,6,6
Harvard Brother T-Shirt / L / Crimson,10971,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,2,12.84,6.42,0,0
Harvard Brother T-Shirt / M / Crimson,10970,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,6.42,0,0
Harvard Brother T-Shirt / S / Crimson,10969,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,6.42,0,0
Harvard Brother T-Shirt / XL / Crimson,10972,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,-1,-6.46,6.46,0,0
Harvard Business School Barrel Pen / White,613,ARTS A,5 Accessories,Arts & Cards,130 Accessories > Stationery,,Mt Auburn,0,0,1.48,0,0
Harvard Business School Mug / White,10922,,6 Drinkware,RFSJ,210 Drinkware > Mugs,,Mt Auburn,0,0,5,0,0
Harvard Business School Pin / Crimson,872,,5 Accessories,Pin Badge Maker Company,120 Accessories > Pins,,Mt Auburn,-2,-0.84,0.42,0,0
Harvard Business School Shield T-Shirt / L / Crimson,10079,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Mt Auburn,0,0,4.01,0,0
Harvard Business School Shield T-Shirt / L / Gray,10084,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Mt Auburn,0,0,4.01,0,0
Harvard Business School Shield T-Shirt / M / Crimson,10078,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Mt Auburn,0,0,4.01,0,0
Harvard Business School Shield T-Shirt / M / Gray,10083,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Mt Auburn,0,0,4.01,0,0
Harvard Business School Shield T-Shirt / S / Crimson,10087,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Mt Auburn,0,0,4.01,0,0
Harvard Business School Shield T-Shirt / S / Gray,10082,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Mt Auburn,0,0,4.01,0,0
Harvard Business School Shield T-Shirt / XL / Crimson,10080,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Mt Auburn,0,0,4.01,0,0
Harvard Business School Shield T-Shirt / XL / Gray,10085,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Mt Auburn,0,0,4.01,0,0
Harvard Business School Shield T-Shirt / XXL / Crimson,10081,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Mt Auburn,0,0,4.01,0,0
Harvard Business School Shield T-Shirt / XXL / Gray,10086,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Mt Auburn,0,0,3.17,0,0
Harvard Cabana Umbrella / Crimson / Striped,11172,,5 Accessories,STORMDUDS,300 Rain Gear,,Mt Auburn,2,23.30166,11.65083,0,0
Harvard Campus and the Charles River Vintage Photo / 1 Photo,2989,TOEGOZ,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,Mt Auburn,0,0,10.3,0,0
Harvard Canvas Belt / 32 / Crimson,10893,,1 Heritage Collection,Smart Turnout,"060 Apparel > Belts, Ties, Cufflinks",,Mt Auburn,0,0,45,0,0
Harvard Canvas Belt / 34 / Crimson,11001,,1 Heritage Collection,Smart Turnout,"060 Apparel > Belts, Ties, Cufflinks",,Mt Auburn,0,0,45,0,0
Harvard Canvas Belt / 36 / Crimson,11002,,1 Heritage Collection,Smart Turnout,"060 Apparel > Belts, Ties, Cufflinks",,Mt Auburn,0,0,45,0,0
Harvard Canvas Belt / 38 / Crimson,11003,,1 Heritage Collection,Smart Turnout,"060 Apparel > Belts, Ties, Cufflinks",,Mt Auburn,0,0,45,0,0
Harvard Charge Pack / Crimson,10467,,5 Accessories,LXG,180 Accessories > Other,,Mt Auburn,4,51.5052,12.8763,6,8
Harvard Chill Stick Water Bottle / Crimson,10823,,6 Drinkware,Quality,220 Drinkware > Bottles,,Mt Auburn,-4,-35.79508,8.94877,0,0
Harvard Cinch Bag / Crimson,3863,QUALIT,5 Accessories,Quality,150 Accessories > Bags,,Mt Auburn,12,43.38072,3.61506,6,6
Harvard Collegiate Bowl / Crimson,4317,RFSJ,6 Drinkware,RFSJ,210 Drinkware > Mugs,,Mt Auburn,-2,-14.58984,7.29492,4,4
Harvard Collegiate Tee / Crimson / L,11176,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,2,12.40626,6.20313,0,0
Harvard Collegiate Tee / Crimson / M,11175,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,3,18.60753,6.20251,0,0
Harvard Collegiate Tee / Crimson / S,11174,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,2,12.39958,6.19979,0,0
Harvard Collegiate Tee / Crimson / XL,11177,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,3,18.78339,6.26113,0,0
Harvard Collegiate Tee / Crimson / XS,11178,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,6,37.33458,6.22243,0,0
Harvard Collegiate Tee / Oxford / L,10990,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,2,11.65904,5.82952,0,0
Harvard Collegiate Tee / Oxford / M,10989,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,1,5.85683,5.85683,0,0
Harvard Collegiate Tee / Oxford / S,10988,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,5.81674,0,0
Harvard Collegiate Tee / Oxford / XL,10991,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,1,5.84013,5.84013,0,0
Harvard Collegiate Tee / Oxford / XS,10992,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,2,11.5759,5.78795,0,0
Harvard Crest Banner / Crimson,10996,,5 Accessories,Wincraft,"170 Accessories > Pennants, Wall Decorations",,Mt Auburn,2,24.95692,12.47846,0,0
Harvard Crest Beanie / Crimson,10706,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,,Mt Auburn,1,5,5,0,0
Harvard Crest Bib / Crimson / Solid,10538,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,1,6.12465,6.12465,0,0
Harvard Crest Bib / Crimson / Striped,10936,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Mt Auburn,0,0,5.83598,0,0
Harvard Crest Canvas Tote Bag / Crimson,11212,,5 Accessories,Quality,150 Accessories > Bags,,Mt Auburn,2,19.4368,9.7184,0,0
Harvard Crest Cinch Bag / Black,10654,,5 Accessories,Bay State Apparel,150 Accessories > Bags,,Mt Auburn,0,0,3.75,3,3
Harvard Crest Cinch Bag / Crimson,10651,,5 Accessories,Bay State Apparel,150 Accessories > Bags,,Mt Auburn,0,0,3.75,3,3
Harvard Crest Cordial Shooter,11201,,6 Drinkware,Quality,230 Drinkware > Glasses,,Mt Auburn,0,0,4.54855,0,0
Harvard Crest Hat / Black,10743,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,,Mt Auburn,10,47.5,4.75,0,0
Harvard Crest Hat / Crimson,10736,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,,Mt Auburn,16,76.136,4.7585,0,0
Harvard Crest Hat / Ivory,10742,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,,Mt Auburn,-1,-4.75,4.75,0,0
Harvard Crest Infant Onesie / 12M / White,559,COMPRI,"7 Youth, Toddler, Infant",Comprint,"080 Apparel > Onesies, Infantwear",,Mt Auburn,0,0,3.24429,1,2
Harvard Crest Infant Onesie / 18M / White,560,COMPRI,"7 Youth, Toddler, Infant",Comprint,"080 Apparel > Onesies, Infantwear",,Mt Auburn,5,16.12185,3.22437,1,2
Harvard Crest Infant Onesie / 24M / White,561,COMPRI,"7 Youth, Toddler, Infant",Comprint,"080 Apparel > Onesies, Infantwear",,Mt Auburn,2,6.23338,3.11669,1,2
Harvard Crest Infant Onesie / 6M / White,1091,COMPRI,"7 Youth, Toddler, Infant",Comprint,"080 Apparel > Onesies, Infantwear",,Mt Auburn,0,0,3.24429,1,2
Harvard Crest Infant Onesie / Newborn / White,2247,COMPRI,"7 Youth, Toddler, Infant",Comprint,"080 Apparel > Onesies, Infantwear",,Mt Auburn,0,0,3.23958,1,2
Harvard Crest Joggers / L / Oxford,10675,,2 Lifestyle Collection,MV Sport,040 Apparel > Pants and Shorts,,Mt Auburn,4,70.37868,17.59467,0,0
Harvard Crest Joggers / M / Oxford,10674,,2 Lifestyle Collection,MV Sport,040 Apparel > Pants and Shorts,,Mt Auburn,2,35.21664,17.60832,0,0
Harvard Crest Joggers / S / Oxford,10673,,2 Lifestyle Collection,MV Sport,040 Apparel > Pants and Shorts,,Mt Auburn,1,17.56978,17.56978,0,0
Harvard Crest Joggers / XL / Oxford,10676,,2 Lifestyle Collection,MV Sport,040 Apparel > Pants and Shorts,,Mt Auburn,4,70.33396,17.58349,0,0
Harvard Crest Joggers / XS / Oxford,10672,,2 Lifestyle Collection,MV Sport,040 Apparel > Pants and Shorts,,Mt Auburn,8,140.8272,17.6034,0,0
Harvard Crest Mug / Crimson,11214,,6 Drinkware,Quality,210 Drinkware > Mugs,"cf-color-crimson, cf-color-white",Mt Auburn,6,29.78586,4.96431,0,0
Harvard Crest Mug / White,11213,,6 Drinkware,Quality,210 Drinkware > Mugs,"cf-color-crimson, cf-color-white",Mt Auburn,6,17.52666,2.92111,0,0
Harvard Crest Pin / Crimson,11173,,5 Accessories,Pin Badge Maker Company,120 Accessories > Pins,,Mt Auburn,-39,-22.05372,0.56548,0,0
Harvard Crest Pint Glass,2035,,,,General,,Mt Auburn,4,25.47332,6.36833,0,0
Harvard Crest Postcard / Black,2992,QUALIT,5 Accessories,Quality,180 Accessories > Other,,Mt Auburn,-7,-2.94,0.42,30,30
