Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Outlet,Current Stock,Stock Value,Item Value,Reorder Point,Reorder Amount
Boston Postcard,619,ARTS A,Clearance,Arts & Cards,"190 Accessories > Postcards, Photos",,Mt Auburn,-8,-0.8,0.1,25,25
Capri Fit Yoga Pants / L / Black,10442,,Clearance,Comprint,040 Apparel > Pants and Shorts,,Mt Auburn,0,0,11.3,2,2
Capri Fit Yoga Pants / M / Black,10441,,Clearance,Comprint,040 Apparel > Pants and Shorts,,Mt Auburn,0,0,12.81,3,4
Capri Fit Yoga Pants / S / Black,10440,,Clearance,Comprint,040 Apparel > Pants and Shorts,,Mt Auburn,0,0,11.87,2,2
Capri Fit Yoga Pants / XL / Black,10443,,Clearance,Comprint,040 Apparel > Pants and Shorts,,Mt Auburn,0,0,11.71,2,2
Classic H Hat / Crimson,11018,,2 Lifestyle Collection,Quality,030 Apparel > Hats,,Mt Auburn,12,64.79784,5.39982,0,0
Classic H Hat / Ivory,11019,,2 Lifestyle Collection,Quality,030 Apparel > Hats,,Mt Auburn,7,38.04801,5.43543,0,0
Classic Harvard Swiss Army Knife / Crimson,11020,,5 Accessories,Victorinox,180 Accessories > Other,,Mt Auburn,11,113.3033,10.3003,0,0
Clutch Wristlet / Black,10656,,5 Accessories,Bay State Apparel,180 Accessories > Other,,Mt Auburn,3,9,3,0,0
Clutch Wristlet / Crimson,10655,,5 Accessories,Bay State Apparel,180 Accessories > Other,,Mt Auburn,0,0,3,0,0
College Women Marching Photo,10614,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,Mt Auburn,4,30.2,7.55,0,0
Color Photo of Harvard Hall,10619,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,Mt Auburn,2,25.5,12.75,0,0
Color Photo of Johnson Gate,10618,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,Mt Auburn,2,25.5,12.75,0,0
Color Photo of Memorial Hall,10620,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,Mt Auburn,0,0,12.5,0,0
Cozy Full Zip Hoodie / L / Charcoal,2581,QUALIT,3 Classic Collection,Quality,023 Apparel > Sweatshirts > Zip,,Mt Auburn,1,20.3079,20.3079,2,2
Cozy Full Zip Hoodie / L / Crimson,2577,QUALIT,3 Classic Collection,Quality,023 Apparel > Sweatshirts > Zip,,Mt Auburn,3,60.95955,20.31985,2,2
Cozy Full Zip Hoodie / M / Charcoal,2580,QUALIT,3 Classic Collection,Quality,023 Apparel > Sweatshirts > Zip,,Mt Auburn,5,101.62075,20.32415,2,2
Cozy Full Zip Hoodie / M / Crimson,2576,QUALIT,3 Classic Collection,Quality,023 Apparel > Sweatshirts > Zip,,Mt Auburn,-1,-20.76312,20.76312,2,2
Cozy Full Zip Hoodie / S / Charcoal,2579,QUALIT,3 Classic Collection,Quality,023 Apparel > Sweatshirts > Zip,,Mt Auburn,6,121.91796,20.31966,2,2
Cozy Full Zip Hoodie / S / Crimson,2575,QUALIT,3 Classic Collection,Quality,023 Apparel > Sweatshirts > Zip,,Mt Auburn,-3,-60.93,20.31,2,2
Cozy Full Zip Hoodie / XL / Charcoal,2582,QUALIT,3 Classic Collection,Quality,023 Apparel > Sweatshirts > Zip,,Mt Auburn,1,20.40814,20.40814,1,1
Cozy Full Zip Hoodie / XL / Crimson,2578,QUALIT,3 Classic Collection,Quality,023 Apparel > Sweatshirts > Zip,,Mt Auburn,3,61.40334,20.46778,1,1
Crest Speckled Mug / Crimson,10824,,6 Drinkware,Quality,210 Drinkware > Mugs,,Mt Auburn,5,23.31245,4.66249,0,0
Crest Spinner Keychain / Crimson,10860,,5 Accessories,LXG,110 Accessories > Keychains,,Mt Auburn,3,13.41747,4.47249,0,0
Crest Tote Bag,10681,,5 Accessories,Arts & Cards,150 Accessories > Bags,,Mt Auburn,0,0,1.75,0,0
Crest Travel Mug / Silver,10680,,6 Drinkware,Arts & Cards,240 Drinkware > Travel Mugs,,Mt Auburn,11,60.5,5.5,0,0
Crew Race between Harvard and Yale,10617,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,Mt Auburn,0,0,12.5,0,0
Crush Crew Sweater / Oxford / L,1743,OURAY,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Mt Auburn,0,0,24.71,2,2
Crush Crew Sweater / Oxford / M,1742,OURAY,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Mt Auburn,0,0,26.62,2,2
Crush Crew Sweater / Oxford / S,1741,OURAY,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Mt Auburn,0,0,26.4,2,2
Crush Crew Sweater / Oxford / XL,1744,OURAY,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Mt Auburn,0,0,25.68,2,2
Crush Crew Sweater / Pink / L,4917,OURAY,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Mt Auburn,0,0,24.54,2,2
Crush Crew Sweater / Pink / M,4916,OURAY,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Mt Auburn,0,0,28.39,2,2
Crush Crew Sweater / Pink / S,4915,OURAY,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Mt Auburn,0,0,27.54,2,2
Crush Crew Sweater / Pink / XL,4918,OURAY,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Mt Auburn,0,0,28.18,2,2
Crush Crew Sweater / Pink / XS,10498,OURAY,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Mt Auburn,0,0,23.85,2,2
CS50 Men's T-Shirt / L / cranberry,CS50-7,,CS50,,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.95,0,0
CS50 Men's T-Shirt / M / cranberry,CS50-6,,CS50,,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.95,0,0
CS50 Men's T-Shirt / S / cranberry,CS50-5,,CS50,,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.95,0,0
CS50 Men's T-Shirt / XL / cranberry,CS50-8,,CS50,,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.95,0,0
CS50 Pen,CS50-13,,CS50,CS50,130 Accessories > Stationery,,Mt Auburn,0,0,1.39,0,0
CS50 Proud T-Shirt / L  / Crimson / Women's,10873,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / L  / Navy / Men's,10877,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / L  / Navy / Women's,10881,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / L / Crimson / Men's,10783,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / M / Crimson / Men's,10782,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / M / Crimson / Women's,10872,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / M / Navy / Men's,10876,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / M / Navy / Women's,10880,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / S / Crimson / Men's,10781,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / S / Crimson / Women's,10871,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / S / Navy / Men's,10875,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / S / Navy / Women's,10879,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / XL / Crimson / Men's,10784,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / XL / Crimson / Women's,10874,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / XL / Navy / Men's,10878,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Proud T-Shirt / XL / Navy / Women's,10882,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / L / Crimson / Men's,10767,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / L / Crimson / Women's,10791,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / L / Green / Men's,11230,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / L / Green / Women's,11234,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / L / Navy / Men's,10771,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / L / Navy / Women's,10795,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / M / Crimson / Men's,10766,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / M / Crimson / Women's,10790,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / M / Green / Men's,11229,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / M / Green / Women's,11233,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / M / Navy / Men's,10770,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / M / Navy / Women's,10794,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / S / Crimson / Men's,10765,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / S / Crimson / Women's,10789,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / S / Green / Men's,11228,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / S / Green / Women's,11232,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / S / Navy / Men's,10769,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / S / Navy / Women's,10793,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / XL / Crimson / Men's,10768,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / XL / Crimson / Women's,10792,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / XL / Green / Men's,11231,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / XL / Green / Women's,11235,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / XL / Navy / Men's,10772,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Puzzle Day T-shirt / XL / Navy / Women's,10796,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,12,0,0
CS50 Secret Decoder Glasses,10884,,CS50,CS50,090 Apparel > Other,,Mt Auburn,0,0,0.72,0,0
CS50 Socket,CS50-15,,CS50,CS50,180 Accessories > Other,,Mt Auburn,0,0,5,0,0
CS50 Stress Ball / Blue,10786,,CS50,CS50,180 Accessories > Other,,Mt Auburn,0,0,2,0,0
CS50 Stress Ball / Crimson,10883,,CS50,CS50,180 Accessories > Other,,Mt Auburn,0,0,2,0,0
CS50 Sunglasses / Blue,10787,,CS50,CS50,090 Apparel > Other,,Mt Auburn,0,0,5,0,0
CS50 Sunglasses / Crimson,CS50-14,,CS50,CS50,090 Apparel > Other,,Mt Auburn,0,0,1.99,0,0
CS50 Tote Bag,10785,,CS50,CS50,150 Accessories > Bags,,Mt Auburn,0,0,6,0,0
CS50 Women's T-Shirt / L / cranberry,CS50-3,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.95,0,0
CS50 Women's T-Shirt / M / cranberry,CS50-2,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.95,0,0
CS50 Women's T-Shirt / S / cranberry,CS50-1,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.95,0,0
CS50 Women's T-Shirt / XL / cranberry,CS50-4,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,9.95,0,0
ddb50 (Rubber Duck),10788,,CS50,CS50,180 Accessories > Other,,Mt Auburn,0,0,2,0,0
Deluxe Harvard Golf Umbrella / Crimson / Striped,4725,STORMD,5 Accessories,STORMDUDS,300 Rain Gear,,Mt Auburn,20,290.6724,14.53362,3,3
Endure Bottle / Black,10659,,6 Drinkware,RFSJ,220 Drinkware > Bottles,,Mt Auburn,8,93.70232,11.71279,0,0
Engraved Color Harvard Keychain / Silver,1644,LXG,5 Accessories,LXG,110 Accessories > Keychains,,Mt Auburn,88,423.34688,4.81076,12,12
Etched Harvard Mug / Crimson,10660,,6 Drinkware,RFSJ,210 Drinkware > Mugs,,Mt Auburn,1,8.7797,8.7797,0,0
Felt H Hat / Black,11154,,4 Fall 2017 Collection,Quality,030 Apparel > Hats,,Mt Auburn,1,6.49,6.49,0,0
Felt H Hat / Navy,11155,,4 Fall 2017 Collection,Quality,030 Apparel > Hats,,Mt Auburn,7,45.44449,6.49207,0,0
Future Freshman Onesie / 12M / Oxford,10564,Mt Auburn,"7 Youth, Toddler, Infant",FREEDOM,"080 Apparel > Onesies, Infantwear",,Mt Auburn,2,11.5,5.75,0,0
Future Freshman Onesie / 12M / Pink,10561,,"7 Youth, Toddler, Infant",FREEDOM,"080 Apparel > Onesies, Infantwear",,Mt Auburn,1,5.75,5.75,0,0
Future Freshman Onesie / 18M / Oxford,10565,,"7 Youth, Toddler, Infant",FREEDOM,"080 Apparel > Onesies, Infantwear",,Mt Auburn,-1,-5.75,5.75,0,0
Future Freshman Onesie / 18M / Pink,10562,,"7 Youth, Toddler, Infant",FREEDOM,"080 Apparel > Onesies, Infantwear",,Mt Auburn,3,17.25,5.75,0,0
Future Freshman Onesie / 24M / Oxford,10579,,"7 Youth, Toddler, Infant",FREEDOM,"080 Apparel > Onesies, Infantwear",,Mt Auburn,3,17.25,5.75,0,0
Future Freshman Onesie / 24M / Pink,10578,,"7 Youth, Toddler, Infant",FREEDOM,"080 Apparel > Onesies, Infantwear",,Mt Auburn,1,5.75,5.75,0,0
Future Freshman Onesie / 6M / Oxford,10563,,"7 Youth, Toddler, Infant",FREEDOM,"080 Apparel > Onesies, Infantwear",,Mt Auburn,1,5.75,5.75,0,0
Future Freshman Onesie / 6M / Pink,10560,,"7 Youth, Toddler, Infant",FREEDOM,"080 Apparel > Onesies, Infantwear",,Mt Auburn,5,28.75,5.75,0,0
Future Freshman Toddler T-shirt / 2T / Oxford,10559,,"7 Youth, Toddler, Infant",FREEDOM,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,3.75,0,0
Future Freshman Toddler T-shirt / 2T / Pink,10558,,"7 Youth, Toddler, Infant",FREEDOM,"010 Apparel > T-shirts, Tanks",,Mt Auburn,2,7.5,3.75,0,0
Future Freshman Toddler T-shirt / 4T / Oxford,10661,,"7 Youth, Toddler, Infant",FREEDOM,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,3.75,0,0
Future Freshman Toddler T-shirt / 4T / Pink,10557,,"7 Youth, Toddler, Infant",FREEDOM,"010 Apparel > T-shirts, Tanks",,Mt Auburn,1,3.75,3.75,0,0
Graduate School of Arts and Sciences Frame,4645,STOFRA,Large Purchases,University Frames,"400 Frames, Rings, Chairs, Lamps",,Mt Auburn,0,0,89.31,0,0
H 1636 Hat / Black,11013,,2 Lifestyle Collection,Quality,030 Apparel > Hats,,Mt Auburn,6,33.89658,5.64943,0,0
H 1636 Hat / Crimson,11014,,2 Lifestyle Collection,Quality,030 Apparel > Hats,,Mt Auburn,14,79.39204,5.67086,0,0
H Gloves / Black,10710,,3 Classic Collection,Bay State Apparel,090 Apparel > Other,,Mt Auburn,1,4,4,0,0
H Gloves / Crimson,10709,,3 Classic Collection,Bay State Apparel,090 Apparel > Other,,Mt Auburn,5,20,4,0,0
H Long Sleeve T-shirt / Crimson / L,10438,,2 Lifestyle Collection,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,2,10.13548,5.06774,2,2
H Long Sleeve T-shirt / Crimson / M,10437,,2 Lifestyle Collection,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,4,20.39344,5.09836,2,2
H Long Sleeve T-shirt / Crimson / S,10436,,2 Lifestyle Collection,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,2,10.235,5.1175,2,2
H Long Sleeve T-shirt / Crimson / XL,10439,,2 Lifestyle Collection,Comprint,"010 Apparel > T-shirts, Tanks",,Mt Auburn,3,13.17348,4.39116,1,1
H Long Sleeve Victory Tee / L / Crimson,11011,,2 Lifestyle Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,12,118.7304,9.8942,0,0
H Long Sleeve Victory Tee / L / Ivory,10934,,2 Lifestyle Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,2,19.97766,9.98883,0,0
H Long Sleeve Victory Tee / M / Crimson,11010,,2 Lifestyle Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,6,59.61912,9.93652,0,0
H Long Sleeve Victory Tee / M / Ivory,10933,,2 Lifestyle Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,10.02321,0,0
H Long Sleeve Victory Tee / S / Crimson,11009,,2 Lifestyle Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,6,60.0936,10.0156,0,0
H Long Sleeve Victory Tee / S / Ivory,10932,,2 Lifestyle Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,0,0,10.02321,0,0
H Long Sleeve Victory Tee / XL / Crimson,11012,,2 Lifestyle Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,8,79.1092,9.88865,0,0
H Long Sleeve Victory Tee / XL / Ivory,10935,,2 Lifestyle Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,15,148.0971,9.87314,0,0
H Ping Pong Ball 6-pack / White,10993,,5 Accessories,Wincraft,180 Accessories > Other,,Mt Auburn,4,16.842,4.2105,0,0
Hahvahd T-Shirt / L / Crimson,1391,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,16,48.75056,3.04691,6,6
Hahvahd T-Shirt / M / Crimson,1390,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,19,57.1919,3.0101,6,6
Hahvahd T-Shirt / S / Crimson,1389,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,5,14.89775,2.97955,6,6
Hahvahd T-Shirt / XL / Crimson,1392,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Mt Auburn,8,22.48168,2.81021,5,5
