Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Outlet,Current Stock,Stock Value,Item Value,Reorder Point,Reorder Amount
Harvard Crest T-Shirt / M / Navy,3942,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,48,172.40784,3.59183,36,0
Harvard Crest T-Shirt / M / Oxford,260,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,150,515.919,3.43946,36,0
Harvard Crest T-Shirt / S / Crimson,264,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,60,218.631,3.64385,36,0
Harvard Crest T-Shirt / S / Navy,3941,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,79,276.10026,3.49494,36,0
Harvard Crest T-Shirt / S / Oxford,259,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,181,604.55086,3.34006,36,0
Harvard Crest T-Shirt / XL / Crimson,267,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,84,291.00036,3.46429,24,0
Harvard Crest T-Shirt / XL / Navy,3944,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,71,248.22594,3.49614,24,0
Harvard Crest T-Shirt / XL / Oxford,262,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,84,263.9112,3.1418,24,0
Harvard Crest T-Shirt / XXL / Crimson,268,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,42,157.07916,3.73998,12,0
Harvard Crest T-Shirt / XXL / Navy,3973,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,74,321.09044,4.33906,12,0
Harvard Crest T-Shirt / XXL / Oxford,263,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,80,318.4,3.98,12,0
Harvard Crest Whiskey Shot Glass / Harvard Crest,838,NORDIC,6 Drinkware,NORDIC,230 Drinkware > Glasses,,Basement,60,310.6374,5.17729,50,0
Harvard Crimson H Pin / Crimson,1065,,5 Accessories,Pin Badge Maker Company,120 Accessories > Pins,,Basement,862,465.76446,0.54033,0,0
Harvard Crop Top / Oxford / L,4193,QUALIT,Clearance,Quality,"010 Apparel > T-shirts, Tanks",,Basement,0,0,10,0,0
Harvard Crop Top / Oxford / M,4192,QUALIT,Clearance,Quality,"010 Apparel > T-shirts, Tanks",,Basement,0,0,9.67667,0,0
Harvard Crop Top / Oxford / S,4191,QUALIT,Clearance,Quality,"010 Apparel > T-shirts, Tanks",,Basement,-2,-18.06,9.03,0,0
Harvard Crop Top / Oxford / XL,10848,QUALIT,Clearance,Quality,"010 Apparel > T-shirts, Tanks",,Basement,14,129.78,9.27,0,0
Harvard Dad Crest T-shirt / L,10640,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,-1,-10,10,0,0
Harvard Dad Crest T-shirt / M,10639,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,0,0,10,0,0
Harvard Dad Crest T-shirt / S,10638,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,8,94.64,11.83,0,0
Harvard Dad Crest T-shirt / XL,10641,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,0,0,10,0,0
Harvard Dad T-Shirt / Crimson / L,10803,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,18,95.58828,5.31046,0,0
Harvard Dad T-Shirt / Crimson / M,10802,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,75,371.99175,4.95989,0,0
Harvard Dad T-Shirt / Crimson / S,10801,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,71,332.28,4.68,0,0
Harvard Dad T-Shirt / Crimson / XL,10804,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,35,180.1135,5.1461,0,0
Harvard Dad T-Shirt / Crimson / XXL,10805,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,14,74.56666,5.32619,0,0
Harvard Dad Tee / L / Crimson,3724,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,3.72,0,0
Harvard Dad Tee / L / Oxford,368,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,-1,-3.72,3.72,36,0
Harvard Dad Tee / M / Crimson,3723,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,3.43,0,0
Harvard Dad Tee / M / Oxford,367,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,3.35,0,0
Harvard Dad Tee / S / Crimson,3722,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,53,189.74,3.58,0,0
Harvard Dad Tee / S / Oxford,366,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,19,21.09,1.11,0,0
Harvard Dad Tee / XL / Crimson,3725,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,3.72,0,0
Harvard Dad Tee / XL / Oxford,369,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,16,47.84,2.99,0,0
Harvard Dad Tee / XXL / Crimson,3726,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,-1,-5.6,5.6,48,0
Harvard Dad Tee / XXL / Oxford,370,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,-1,-3.03,3.03,12,0
Harvard Dog / Brown,10582,,5 Accessories,T-Shirt Bears,160 Accessories > Soft Toys,,Basement,16,155.76,9.735,0,0
Harvard Enamel Cufflinks / Chain,10140,,1 Heritage Collection,Smart Turnout,"060 Apparel > Belts, Ties, Cufflinks",,Basement,24,903.91704,37.66321,0,0
Harvard Enamel Cufflinks / T-Bar,10139,,1 Heritage Collection,Smart Turnout,"060 Apparel > Belts, Ties, Cufflinks",,Basement,8,291.52752,36.44094,10,0
Harvard Est. 1636 Hat / Crimson,11094,,2 Lifestyle Collection,Quality,030 Apparel > Hats,,Basement,2,11.4,5.7,0,0
Harvard Est. 1636 Hat / Navy,11093,,2 Lifestyle Collection,Quality,030 Apparel > Hats,,Basement,16,91.2,5.7,0,0
Harvard Etched Crest Shot Glass / Etched Crest,776,NORDIC,6 Drinkware,NORDIC,230 Drinkware > Glasses,,Basement,40,82.0188,2.05047,50,0
Harvard Extension School T-Shirt / L / Navy,10632,,Graduate Schools,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,5.92,0,0
Harvard Extension School T-Shirt / M / Navy,10631,,Graduate Schools,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,-2,-11.84,5.92,0,0
Harvard Extension School T-Shirt / S / Navy,10630,,Graduate Schools,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,5.92,0,0
Harvard Extension School T-Shirt / XL / Navy,10633,,Graduate Schools,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,2,0,0,0,0
Harvard Fabric Belt / L,10892,,1 Heritage Collection,Smart Turnout,"060 Apparel > Belts, Ties, Cufflinks",,Basement,2,74.88236,37.44118,0,0
Harvard Fabric Belt / M,10891,,1 Heritage Collection,Smart Turnout,"060 Apparel > Belts, Ties, Cufflinks",,Basement,8,307.86712,38.48339,0,0
Harvard Felt Pennant Magnet / Crimson,10999,,5 Accessories,Wincraft,140 Accessories > Magnets,,Basement,55,97.39455,1.77081,0,0
Harvard Fleece Crew / L / Crimson,386,OURAY,Clearance,Ouray,070 Apparel > Knit Sweaters,,Basement,0,0,22.3,0,0
Harvard Fleece Crew / L / Gray,10047,OURAY,Clearance,Ouray,070 Apparel > Knit Sweaters,,Basement,-2,-44.78,22.39,0,0
Harvard Fleece Crew / M / Crimson,4998,OURAY,Clearance,Ouray,070 Apparel > Knit Sweaters,,Basement,0,0,10,0,0
Harvard Fleece Crew / M / Gray,10046,OURAY,Clearance,Ouray,070 Apparel > Knit Sweaters,,Basement,0,0,10,0,0
Harvard Fleece Crew / S / Crimson,4997,OURAY,Clearance,Ouray,070 Apparel > Knit Sweaters,,Basement,0,0,10,0,0
Harvard Fleece Crew / S / Gray,10045,OURAY,Clearance,Ouray,070 Apparel > Knit Sweaters,,Basement,0,0,10,0,0
Harvard Fleece Crew / XL / Crimson,5000,OURAY,Clearance,Ouray,070 Apparel > Knit Sweaters,,Basement,0,0,10,0,0
Harvard Fleece Crew / XL / Gray,10048,OURAY,Clearance,Ouray,070 Apparel > Knit Sweaters,,Basement,0,0,16.195,0,0
Harvard Fleece Crew / XS / Crimson,10043,OURAY,Clearance,Ouray,070 Apparel > Knit Sweaters,,Basement,0,0,10,0,0
Harvard Fleece Crew / XS / Gray,10044,OURAY,Clearance,Ouray,070 Apparel > Knit Sweaters,,Basement,0,0,10,0,0
Harvard Fleece Crew / XXL / Crimson,387,OURAY,Clearance,Ouray,070 Apparel > Knit Sweaters,,Basement,0,0,22.3,0,0
Harvard Fleece Crew / XXL / Gray,10049,OURAY,Clearance,Ouray,070 Apparel > Knit Sweaters,,Basement,4,100.41848,25.10462,12,0
Harvard Fleece Quarter Zip / Navy / L,10502,,2 Lifestyle Collection,Ouray,023 Apparel > Sweatshirts > Zip,,Basement,0,0,21.82308,24,72
Harvard Fleece Quarter Zip / Navy / M,10501,,2 Lifestyle Collection,Ouray,023 Apparel > Sweatshirts > Zip,,Basement,-2,-43.64286,21.82143,24,72
Harvard Fleece Quarter Zip / Navy / S,10500,,2 Lifestyle Collection,Ouray,023 Apparel > Sweatshirts > Zip,,Basement,98,2102.85166,21.45767,24,72
Harvard Fleece Quarter Zip / Navy / XL,10503,,2 Lifestyle Collection,Ouray,023 Apparel > Sweatshirts > Zip,,Basement,9,193.99131,21.55459,12,48
Harvard Fleece Quarter Zip / Navy / XS,10499,,2 Lifestyle Collection,Ouray,023 Apparel > Sweatshirts > Zip,,Basement,26,544.63526,20.94751,12,48
Harvard Folder / Black,10051,ROARIN,5 Accessories,Roaring Springs,130 Accessories > Stationery,,Basement,152,171.33288,1.12719,100,0
Harvard Folder / Crimson,3839,ROARIN,5 Accessories,Roaring Springs,130 Accessories > Stationery,,Basement,394,448.2538,1.1377,100,0
Harvard Folder / Silver,11254,ROARIN,5 Accessories,Roaring Springs,130 Accessories > Stationery,,Basement,0,0,0.85472,0,0
Harvard Football T-shirt / S,11161,,,,"010 Apparel > T-shirts, Tanks",,Basement,0,0,0,0,0
Harvard Footed Romper / 0-3M / Crimson / Solid,10547,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,29,376.81121,12.99349,6,24
Harvard Footed Romper / 0-3M / Crimson / Striped,10918,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,27,318.89889,11.81107,0,0
Harvard Footed Romper / 3-6M / Crimson / Solid,10548,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,30,375.96,12.532,6,24
Harvard Footed Romper / 3-6M / Crimson / Striped,10919,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,26,323.04012,12.42462,0,0
Harvard Footed Romper / 6-9M / Crimson / Solid,10549,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,28,342.70992,12.23964,6,24
Harvard Footed Romper / 6-9M / Crimson / Striped,10920,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,26,332.51738,12.78913,0,0
Harvard Future Freshman Shirt / Oxford / YL,658,FREEDM,"7 Youth, Toddler, Infant",FREEDOM,"010 Apparel > T-shirts, Tanks",,Basement,70,280,4,24,0
Harvard Future Freshman Shirt / Oxford / YM,657,FREEDM,"7 Youth, Toddler, Infant",FREEDOM,"010 Apparel > T-shirts, Tanks",,Basement,51,204,4,24,0
Harvard Future Freshman Shirt / Oxford / YS,656,FREEDM,"7 Youth, Toddler, Infant",FREEDOM,"010 Apparel > T-shirts, Tanks",,Basement,49,196,4,24,0
Harvard Future Freshman Shirt / Oxford / YXS,655,FREEDM,"7 Youth, Toddler, Infant",FREEDOM,"010 Apparel > T-shirts, Tanks",,Basement,65,260,4,24,0
Harvard Future Freshman Shirt / Pink / YL,666,FREEDM,"7 Youth, Toddler, Infant",FREEDOM,"010 Apparel > T-shirts, Tanks",,Basement,62,248,4,24,0
Harvard Future Freshman Shirt / Pink / YM,665,FREEDM,"7 Youth, Toddler, Infant",FREEDOM,"010 Apparel > T-shirts, Tanks",,Basement,64,256,4,24,0
Harvard Future Freshman Shirt / Pink / YS,664,FREEDM,"7 Youth, Toddler, Infant",FREEDOM,"010 Apparel > T-shirts, Tanks",,Basement,66,264,4,24,0
Harvard Future Freshman Shirt / Pink / YXS,663,FREEDM,"7 Youth, Toddler, Infant",FREEDOM,"010 Apparel > T-shirts, Tanks",,Basement,68,272,4,24,0
Harvard Generic Grad School Frame,2730,UFRAME,Large Purchases,University Frames,"400 Frames, Rings, Chairs, Lamps",,Basement,0,0,79.96,0,0
Harvard Golf Hat / White,11158,,4 Fall 2017 Collection,Quality,030 Apparel > Hats,,Basement,38,246.73438,6.49301,0,0
Harvard Graduate School of Education Frame,10064,,Large Purchases,University Frames,"400 Frames, Rings, Chairs, Lamps",,Basement,0,0,82.35,0,0
Harvard Graduate School of Education Hooded Sweatshirt / Crimson / L,3892,QUALIT,Graduate Schools,Quality,022 Apparel > Sweatshirts > Hooded,,Basement,29,161.80811,5.57959,12,0
Harvard Graduate School of Education Hooded Sweatshirt / Crimson / M,3891,QUALIT,Graduate Schools,Quality,022 Apparel > Sweatshirts > Hooded,,Basement,-1,-5.58,5.58,12,0
Harvard Graduate School of Education Hooded Sweatshirt / Crimson / S,3890,QUALIT,Graduate Schools,Quality,022 Apparel > Sweatshirts > Hooded,,Basement,0,0,6.36667,0,0
Harvard Graduate School of Education Hooded Sweatshirt / Crimson / XL,3893,QUALIT,Graduate Schools,Quality,022 Apparel > Sweatshirts > Hooded,,Basement,-2,-12.62178,6.31089,0,0
Harvard Graduate School of Education Hooded Sweatshirt / Crimson / XXL,4071,QUALIT,Graduate Schools,Quality,022 Apparel > Sweatshirts > Hooded,,Basement,11,109.69211,9.97201,0,0
Harvard Graduate School of Education Ladies  V-neck / Blue / L,10693,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,74,412.91038,5.57987,0,0
Harvard Graduate School of Education Ladies  V-neck / Blue / M,10692,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,1,5.95851,5.95851,0,0
Harvard Graduate School of Education Ladies  V-neck / Blue / S,10691,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,1,5.62637,5.62637,12,36
Harvard Graduate School of Education Ladies  V-neck / Blue / XL,10694,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,3,19.41,6.47,0,0
Harvard Graduate School of Education Ladies  V-neck / Blue / XXL,10715,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,1,0,0,0,0
Harvard Graduate School of Education Ladies  V-neck / Red / L,10697,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,1,5.72,5.72,0,0
Harvard Graduate School of Education Ladies  V-neck / Red / M,10696,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,8,45.76,5.72,0,0
Harvard Graduate School of Education Ladies  V-neck / Red / S,10695,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,3,17.16,5.72,0,0
Harvard Graduate School of Education Ladies  V-neck / Red / XL,10698,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,7,40.04,5.72,0,0
Harvard Graduate School of Education Ladies  V-neck / Red / XXL,10716,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,0,0,5.5,0,0
Harvard Graduate School of Education Long Sleeve T-Shirt / Crimson / L,10701,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,0,0,5.56667,0,0
Harvard Graduate School of Education Long Sleeve T-Shirt / Crimson / M,10700,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,-1,-5.76,5.76,0,0
Harvard Graduate School of Education Long Sleeve T-Shirt / Crimson / S,10699,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,1,5.53,5.53,12,36
Harvard Graduate School of Education Long Sleeve T-Shirt / Crimson / XL,10702,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,2,10.72,5.36,0,0
Harvard Graduate School of Education Long Sleeve T-Shirt / Crimson / XXL,10703,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,3,16.08345,5.36115,0,0
Harvard Graduate School of Education Mug / White,4054,,6 Drinkware,RFSJ,210 Drinkware > Mugs,,Basement,55,332.52175,6.04585,24,72
Harvard Graduate School of Education Shot Glass,4030,QUALIT,6 Drinkware,Quality,230 Drinkware > Glasses,,Basement,0,0,6.17,0,0
Harvard Graduate School of Education T-Shirt / Crimson / L,4486,,Graduate Schools,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,0,0,0
Harvard Graduate School of Education T-Shirt / Crimson / M,4485,,Graduate Schools,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,0,0,0
Harvard Graduate School of Education T-Shirt / Crimson / S,4484,,Graduate Schools,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,-1,0,0,0,0
Harvard Graduate School of Education T-Shirt / Crimson / XL,4487,,Graduate Schools,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,0,0,0
Harvard Graduate School of Education T-Shirt / Oxford / L,4494,,Graduate Schools,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,0,0,0
Harvard Graduate School of Education T-Shirt / Oxford / M,4493,,Graduate Schools,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,0,0,0
Harvard Graduate School of Education T-Shirt / Oxford / S,4492,,Graduate Schools,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,4,8,2,0,0
Harvard Graduate School of Education T-Shirt / Oxford / XL,4495,,Graduate Schools,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,0,0,0
Harvard Graduate School of Education Tie / Crimson,10649,,Graduate Schools,Global Neckwear,"060 Apparel > Belts, Ties, Cufflinks",,Basement,0,0,23.1,0,0
Harvard Graduate School of Education Tie / Navy,10650,,Graduate Schools,Global Neckwear,"060 Apparel > Belts, Ties, Cufflinks",,Basement,0,0,23.1,0,0
Harvard Graduate School of Education Triblend T-shirt / Crimson / L,10740,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,16,90.56,5.66,0,0
Harvard Graduate School of Education Triblend T-shirt / Crimson / M,10739,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,15,84.9,5.66,0,0
Harvard Graduate School of Education Triblend T-shirt / Crimson / S,10738,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,17,96.73,5.69,0,0
Harvard Graduate School of Education Triblend T-shirt / Crimson / XL,10741,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,Basement,18,101.7,5.65,0,0
Harvard Grandma T-Shirt / Crimson / L,10963,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,0,0,6.41859,0,0
Harvard Grandma T-Shirt / Crimson / M,10962,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,-1,-6.42,6.42,0,0
Harvard Grandma T-Shirt / Crimson / S,10961,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,0,0,6.41925,0,0
Harvard Grandma T-Shirt / Crimson / XL,10964,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,0,0,6.41893,0,0
Harvard Grandpa T-Shirt / Crimson / L,10967,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,0,0,6.41874,0,0
Harvard Grandpa T-Shirt / Crimson / M,10966,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,5,32.09365,6.41873,0,0
Harvard Grandpa T-Shirt / Crimson / S,10965,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,14,89.85928,6.41852,0,0
Harvard Grandpa T-Shirt / Crimson / XL,10968,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,0,0,6.41774,0,0
Harvard H Brim Hat / Crimson,11160,,4 Fall 2017 Collection,Quality,030 Apparel > Hats,,Basement,197,1278.82156,6.49148,0,0
Harvard H Infant Onesie / Blue / 18M,10311,,"7 Youth, Toddler, Infant",Quality,"080 Apparel > Onesies, Infantwear",,Basement,10,49.7019,4.97019,12,0
Harvard H Infant Onesie / Blue / 24M,10312,,"7 Youth, Toddler, Infant",Quality,"080 Apparel > Onesies, Infantwear",,Basement,53,255.04554,4.81218,12,0
Harvard H Infant Onesie / Blue / 3-6M,10309,,"7 Youth, Toddler, Infant",Quality,"080 Apparel > Onesies, Infantwear",,Basement,41,201.35674,4.91114,12,0
Harvard H Infant Onesie / Blue / 9-12M,10310,,"7 Youth, Toddler, Infant",Quality,"080 Apparel > Onesies, Infantwear",,Basement,20,99.4038,4.97019,12,0
Harvard H Infant Onesie / Blue / Newborn,10308,,"7 Youth, Toddler, Infant",Quality,"080 Apparel > Onesies, Infantwear",,Basement,184,859.786,4.67275,12,0
Harvard H Infant Onesie / Crimson / 18M,3279,,"7 Youth, Toddler, Infant",Quality,"080 Apparel > Onesies, Infantwear",,Basement,0,0,4.97019,0,0
Harvard H Infant Onesie / Crimson / 24M,3280,,"7 Youth, Toddler, Infant",Quality,"080 Apparel > Onesies, Infantwear",,Basement,0,0,4.97019,0,0
Harvard H Infant Onesie / Crimson / 3-6M,3277,,"7 Youth, Toddler, Infant",Quality,"080 Apparel > Onesies, Infantwear",,Basement,0,0,4.97019,0,0
Harvard H Infant Onesie / Crimson / 9-12M,3278,,"7 Youth, Toddler, Infant",Quality,"080 Apparel > Onesies, Infantwear",,Basement,0,0,5.19,0,0
Harvard H Infant Onesie / Crimson / Newborn,3276,,"7 Youth, Toddler, Infant",Quality,"080 Apparel > Onesies, Infantwear",,Basement,0,0,4.97019,0,0
Harvard H Keychain / Crimson,10997,,5 Accessories,Wincraft,110 Accessories > Keychains,,Basement,8,19.9264,2.4908,0,0
Harvard H Magnet Clip / Crimson,11000,,5 Accessories,Pin Badge Maker Company,140 Accessories > Magnets,,Basement,473,387.86,0.82,0,0
Harvard H Shield Pin / Crimson,882,,5 Accessories,Pin Badge Maker Company,120 Accessories > Pins,,Basement,803,449.94499,0.56033,0,0
Harvard H Spinner Keychain / Crimson / White,10998,,5 Accessories,Wincraft,110 Accessories > Keychains,,Basement,13,49.1504,3.7808,0,0
Harvard Henley / Ivory / L,11042,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,Basement,70,1300.1709,18.57387,0,0
Harvard Henley / Ivory / M,11041,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,Basement,55,1020.9595,18.5629,0,0
Harvard Henley / Ivory / S,11040,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,Basement,36,669.07872,18.58552,0,0
Harvard Henley / Ivory / XL,11043,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,Basement,73,1373.0424,18.8088,0,0
Harvard Henley / Ivory / XS,11039,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,Basement,14,260.51704,18.60836,0,0
Harvard Heritage Scarf / Crimson,11182,,1 Heritage Collection,Smart Turnout,090 Apparel > Other,,Basement,1,44.78677,44.78677,0,0
Harvard Hockey Applique Sweatshirt / Charcoal / L,10606,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,32,496,15.5,6,12
Harvard Hockey Applique Sweatshirt / Charcoal / M,10605,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,42,651,15.5,6,24
Harvard Hockey Applique Sweatshirt / Charcoal / S,10604,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,42,651,15.5,6,24
Harvard Hockey Applique Sweatshirt / Charcoal / XL,10607,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,27,418.11795,15.48585,6,12
Harvard Hockey Applique Sweatshirt / Charcoal / XS,10598,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,40,620,15.5,6,24
Harvard Hockey Applique Sweatshirt / Crimson / L,10747,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,8,124,15.5,0,0
Harvard Hockey Applique Sweatshirt / Crimson / M,10746,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,42,651,15.5,0,0
Harvard Hockey Applique Sweatshirt / Crimson / S,10745,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,51,790.5,15.5,0,0
Harvard Hockey Applique Sweatshirt / Crimson / XL,10748,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,30,465,15.5,0,0
Harvard Hockey Applique Sweatshirt / Crimson / XS,10744,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,26,403,15.5,0,0
Harvard Hockey Applique Sweatshirt / Oxford / L,10689,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,41,635.43194,15.49834,0,0
Harvard Hockey Applique Sweatshirt / Oxford / M,10688,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,35,542.5,15.5,0,0
Harvard Hockey Applique Sweatshirt / Oxford / S,10687,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,48,744,15.5,0,0
Harvard Hockey Applique Sweatshirt / Oxford / XL,10690,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,22,341,15.5,0,0
Harvard Hockey Applique Sweatshirt / Oxford / XS,10686,,3 Classic Collection,Bay State Apparel,022 Apparel > Sweatshirts > Hooded,,Basement,36,558,15.5,0,0
Harvard Hooded Arc Sweatshirt / Crimson / L,600,QUALIT,3 Classic Collection,Quality,022 Apparel > Sweatshirts > Hooded,,Basement,70,711.1979,10.15997,24,0
Harvard Hooded Arc Sweatshirt / Crimson / M,599,QUALIT,3 Classic Collection,Quality,022 Apparel > Sweatshirts > Hooded,,Basement,11,128.73773,11.70343,24,0
Harvard Hooded Arc Sweatshirt / Crimson / S,2147,QUALIT,3 Classic Collection,Quality,022 Apparel > Sweatshirts > Hooded,,Basement,-3,-32.58348,10.86116,24,0
Harvard Hooded Arc Sweatshirt / Crimson / XL,601,QUALIT,3 Classic Collection,Quality,022 Apparel > Sweatshirts > Hooded,,Basement,64,689.11168,10.76737,12,0
Harvard Hooded Arc Sweatshirt / Crimson / XXL,602,QUALIT,3 Classic Collection,Quality,022 Apparel > Sweatshirts > Hooded,,Basement,21,269.32164,12.82484,12,0
Harvard Hooded Arc Sweatshirt / Oxford / L,596,QUALIT,3 Classic Collection,Quality,022 Apparel > Sweatshirts > Hooded,,Basement,33,356.45214,10.80158,24,0
Harvard Hooded Arc Sweatshirt / Oxford / M,595,QUALIT,3 Classic Collection,Quality,022 Apparel > Sweatshirts > Hooded,,Basement,29,296.34201,10.21869,24,0
