Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Outlet,Current Stock,Stock Value,Item Value,Reorder Point,Reorder Amount
Hard Headed T-Shirt / L / Charcoal,10075,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,-2,-19.48,9.74,0,0
Hard Headed T-Shirt / L / Oxford,4063,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,0,0,9.74,0,0
Hard Headed T-Shirt / M / Charcoal,10074,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,0,0,10,0,0
Hard Headed T-Shirt / M / Oxford,4062,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,0,0,9.74,0,0
Hard Headed T-Shirt / S / Charcoal,10073,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,0,0,10,0,0
Hard Headed T-Shirt / S / Oxford,4061,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,0,0,9.95,0,0
Hard Headed T-Shirt / XL / Charcoal,10076,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,0,0,9.74,0,0
Hard Headed T-Shirt / XL / Oxford,4064,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,0,0,9.74,0,0
Hard Headed T-Shirt / XXL / Charcoal,10077,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,0,0,10,0,0
Hard Headed T-Shirt / XXL / Oxford,4074,MY U,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,Basement,0,0,9.74,0,0
Harvard 'H' Booties / Crimson,10546,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,16,66.66336,4.16646,12,0
Harvard 1636 Pin / Gold,895,,5 Accessories,Pin Badge Maker Company,120 Accessories > Pins,,Basement,833,450.09489,0.54033,0,0
Harvard 1636 Putty Hat / Ivory,10608,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,,Basement,44,209,4.75,12,72
Harvard 32oz. Sports Bottle / Crimson,10836,,6 Drinkware,RFSJ,220 Drinkware > Bottles,,Basement,19,143.63943,7.55997,0,0
Harvard 3D Crest Magnet / White,1514,MAHONE,5 Accessories,Pin Badge Maker Company,140 Accessories > Magnets,,Basement,1496,1799.5384,1.2029,100,0
Harvard 3D Johnston Gate Magnet,1513,MAHONE,5 Accessories,Pin Badge Maker Company,140 Accessories > Magnets,,Basement,1382,1481.46254,1.07197,100,0
Harvard 3D Weeks Bridge Magnet,10095,,5 Accessories,Pin Badge Maker Company,140 Accessories > Magnets,,Basement,1366,1453.0825,1.06375,100,0
Harvard 6-in-1 Golf Tool,10921,,5 Accessories,Quality,180 Accessories > Other,,Basement,1,7.84,7.84,0,0
Harvard Advocate Board,10623,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,Basement,1,12.75,12.75,0,0
Harvard Alumni at Stadium Vintage Photo,10408,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,Basement,0,0,10.3,0,0
Harvard American Apparel Women's Crest V-Neck / L / Crimson,4397,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / L / Gray,4375,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,8,61.52,7.69,0,0
Harvard American Apparel Women's Crest V-Neck / L / Sky Blue,4371,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / M / Crimson,4398,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / M / Gray,4374,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,-1,-8.82,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / M / Sky Blue,4370,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / S / Crimson,4399,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / S / Gray,4373,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / S / Sky Blue,4369,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,-1,-8.07,8.07,0,0
Harvard American Apparel Women's Crest V-Neck / XS / Crimson,4396,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / XS / Gray,4372,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,8.82,0,0
Harvard American Apparel Women's Crest V-Neck / XS / Sky Blue,4368,COMPRI,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,8.82,0,0
Harvard Applique Full Zip / L / Crimson,10645,,3 Classic Collection,Bay State Apparel,023 Apparel > Sweatshirts > Zip,,Basement,37,573.5,15.5,0,0
Harvard Applique Full Zip / M / Crimson,10644,,3 Classic Collection,Bay State Apparel,023 Apparel > Sweatshirts > Zip,,Basement,47,728.5,15.5,0,0
Harvard Applique Full Zip / S / Crimson,10643,,3 Classic Collection,Bay State Apparel,023 Apparel > Sweatshirts > Zip,,Basement,42,651,15.5,0,0
Harvard Applique Full Zip / XL / Crimson,10646,,3 Classic Collection,Bay State Apparel,023 Apparel > Sweatshirts > Zip,,Basement,26,402.6464,15.4864,0,0
Harvard Applique Full Zip / XS / Crimson,10642,,3 Classic Collection,Bay State Apparel,023 Apparel > Sweatshirts > Zip,,Basement,30,465,15.5,0,0
Harvard Arc Hat / Black,10658,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,"Harvard sport, accessories, black hat",Basement,101,479.75,4.75,0,0
Harvard Arc Hat / Oxford,10735,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,"Harvard sport, accessories, black hat",Basement,51,242.25,4.75,36,0
Harvard Arc T-shirt / L / Black,4044,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,50,147.7625,2.95525,24,0
Harvard Arc T-shirt / L / Crimson,1119,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,165,514.2093,3.11642,24,0
Harvard Arc T-shirt / L / Oxford,315,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,156,475.0044,3.0449,24,0
Harvard Arc T-shirt / M / Black,4043,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,103,317.21837,3.07979,36,0
Harvard Arc T-shirt / M / Crimson,1201,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,52,161.31648,3.10224,36,0
Harvard Arc T-shirt / M / Oxford,314,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,166,513.16908,3.09138,36,0
Harvard Arc T-shirt / S / Black,4042,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,75,217.47975,2.89973,36,0
Harvard Arc T-shirt / S / Crimson,1200,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,16,50.07616,3.12976,36,0
Harvard Arc T-shirt / S / Oxford,313,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,101,313.0293,3.0993,36,0
Harvard Arc T-shirt / XL / Black,4045,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,18,52.02,2.89,24,0
Harvard Arc T-shirt / XL / Crimson,1400,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,61,183.61,3.01,24,0
Harvard Arc T-shirt / XL / Oxford,316,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,68,191.33024,2.81368,24,0
Harvard Arc T-shirt / XXL / Black,4076,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,81,307.32048,3.79408,12,0
Harvard Arc T-shirt / XXL / Crimson,1202,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,-19,-70.86734,3.72986,12,0
Harvard Arc T-shirt / XXL / Oxford,317,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,75,265.746,3.54328,12,0
Harvard Athletic Polo / Black / L,10487,,Clearance,Charles River,"010 Apparel > T-shirts, Tanks",,Basement,0,0,10,0,0
Harvard Athletic Polo / Black / M,10486,,Clearance,Charles River,"010 Apparel > T-shirts, Tanks",,Basement,0,0,10,0,0
Harvard Athletic Polo / Black / S,10485,,Clearance,Charles River,"010 Apparel > T-shirts, Tanks",,Basement,25,582.25,23.29,0,0
Harvard Athletic Polo / Black / XL,10488,,Clearance,Charles River,"010 Apparel > T-shirts, Tanks",,Basement,1,10,10,0,0
Harvard Athletic Shield Hat / Black,11017,,2 Lifestyle Collection,Quality,030 Apparel > Hats,,Basement,22,121.88,5.54,0,0
Harvard Athletic Shield Hat / Crimson,11016,,2 Lifestyle Collection,Quality,030 Apparel > Hats,,Basement,129,731.84022,5.67318,0,0
Harvard Athletic Shield T-shirt / L,10533,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,3,17.85,5.95,0,0
Harvard Athletic Shield T-shirt / M,10532,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,-1,-5.94042,5.94042,0,0
Harvard Athletic Shield T-shirt / S,10510,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,7.18,0,0
Harvard Athletic Shield T-shirt / XL,10534,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,10,0,0
Harvard Athletic Shorts / Black / L,10491,,Clearance,Quality,040 Apparel > Pants and Shorts,,Basement,-2,-16,8,6,24
Harvard Athletic Shorts / Black / M,10490,,Clearance,Quality,040 Apparel > Pants and Shorts,,Basement,-2,-20.64,10.32,12,36
Harvard Athletic Shorts / Black / S,10489,,Clearance,Quality,040 Apparel > Pants and Shorts,,Basement,0,0,10.90169,12,36
Harvard Athletic Shorts / Black / XL,10492,,Clearance,Quality,040 Apparel > Pants and Shorts,,Basement,-4,-44.28172,11.07043,6,24
Harvard Baby & Toddler Fleece Jacket / 12M / Crimson,10540,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,13,169.63089,13.04853,8,24
Harvard Baby & Toddler Fleece Jacket / 18M / Crimson,10541,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,17,217.74178,12.80834,6,24
Harvard Baby & Toddler Fleece Jacket / 24M / Crimson,10542,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,15,196.07415,13.07161,6,24
Harvard Baby & Toddler Fleece Jacket / 2T / Crimson,10543,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,15,196.29765,13.08651,6,24
Harvard Baby & Toddler Fleece Jacket / 3T / Crimson,10544,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,19,248.3604,13.0716,6,24
Harvard Baby & Toddler Fleece Jacket / 4T / Crimson,10545,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,5,65.204,13.0408,6,24
Harvard Bachelor Frame,4031,UFRAME,Large Purchases,University Frames,"400 Frames, Rings, Chairs, Lamps","bachelor's, bachelors",Basement,0,0,75.44,0,0
Harvard Band on Opening Day Vintage Photo,10411,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,Basement,0,0,10,0,0
Harvard Barrel Pen / White,611,ARTS A,5 Accessories,Arts & Cards,130 Accessories > Stationery,,Basement,106,160.06,1.51,300,0
Harvard Baseball Crew / L,11097,,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Basement,49,1259.12605,25.69645,0,0
Harvard Baseball Crew / M,11096,,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Basement,-1,-25.62639,25.62639,0,0
Harvard Baseball Crew / S,11095,,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Basement,1,25.69642,25.69642,0,0
Harvard Baseball Crew / XL,11098,,Clearance,Ouray,021 Apparel > Sweatshirts > Crewneck,,Basement,37,951.01507,25.70311,0,0
Harvard Basketball T-shirt / L / Oxford,10521,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,10,0,0
Harvard Basketball T-shirt / M / Oxford,10520,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,10,0,0
Harvard Basketball T-shirt / S / Oxford,10514,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,10,0,0
Harvard Basketball T-shirt / XL / Oxford,10850,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,Basement,0,0,4.33,0,0
Harvard Bistro Mug / Ivory,11237,,6 Drinkware,Quality,210 Drinkware > Mugs,,Basement,4,18.8864,4.7216,0,0
Harvard Bodysuit / 0-3M,10947,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,20,209.8898,10.49449,0,0
Harvard Bodysuit / 12M,10950,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,33,339.17202,10.27794,0,0
Harvard Bodysuit / 3-6M,10948,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,24,248.64672,10.36028,0,0
Harvard Bodysuit / 6-9M,10949,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,18,189.48996,10.52722,0,0
Harvard Bodysuit Dress / 0-3M / Crimson,10550,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,15,149.199,9.9466,6,24
Harvard Bodysuit Dress / 12M / Crimson,10553,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,18,179.62542,9.97919,6,24
Harvard Bodysuit Dress / 18M / Crimson,10554,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,2,19.95924,9.97962,6,24
Harvard Bodysuit Dress / 24M / Crimson,10555,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,7,69.85433,9.97919,6,24
Harvard Bodysuit Dress / 3-6M / Crimson,10551,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,21,209.56362,9.97922,6,24
Harvard Bodysuit Dress / 6-9M / Crimson,10552,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,18,179.62578,9.97921,6,24
Harvard Bottle Opener / Crimson,11273,,5 Accessories,Pin Badge Maker Company,180 Accessories > Other,,Basement,945,220.76145,0.23361,0,0
Harvard Bottle Opener Keychain / Silver,1680,LXG,5 Accessories,LXG,110 Accessories > Keychains,,Basement,80,299.7936,3.74742,75,0
Harvard Brother T-Shirt / L / Crimson,10971,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,1,6.41883,6.41883,0,0
Harvard Brother T-Shirt / M / Crimson,10970,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,2,12.83704,6.41852,0,0
Harvard Brother T-Shirt / S / Crimson,10969,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,13,83.43985,6.41845,0,0
Harvard Brother T-Shirt / XL / Crimson,10972,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,0,0,6.44,0,0
Harvard Business School Barrel Pen / White,613,ARTS A,5 Accessories,Arts & Cards,130 Accessories > Stationery,,Basement,17,25.16,1.48,50,0
Harvard Business School Mug / White,10922,,6 Drinkware,RFSJ,210 Drinkware > Mugs,,Basement,190,1149.2112,6.04848,0,0
Harvard Business School Pin / Crimson,872,,5 Accessories,Pin Badge Maker Company,120 Accessories > Pins,,Basement,1028,555.45924,0.54033,0,0
Harvard Business School Shield T-Shirt / L / Crimson,10079,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Basement,-20,-91.2506,4.56253,36,0
Harvard Business School Shield T-Shirt / L / Gray,10084,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Basement,2,8.91926,4.45963,36,0
Harvard Business School Shield T-Shirt / M / Crimson,10078,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Basement,-16,-77.05936,4.81621,36,0
Harvard Business School Shield T-Shirt / M / Gray,10083,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Basement,1,4.16969,4.16969,36,0
Harvard Business School Shield T-Shirt / S / Crimson,10087,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Basement,-7,-37.65083,5.37869,36,0
Harvard Business School Shield T-Shirt / S / Gray,10082,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Basement,16,69.01392,4.31337,0,0
Harvard Business School Shield T-Shirt / XL / Crimson,10080,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Basement,-12,-65.51076,5.45923,24,0
Harvard Business School Shield T-Shirt / XL / Gray,10085,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Basement,0,0,4.20199,24,0
Harvard Business School Shield T-Shirt / XXL / Crimson,10081,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Basement,0,0,5.00794,24,0
Harvard Business School Shield T-Shirt / XXL / Gray,10086,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks","apparel, men, men's t-shirts, HBS shirt, T-shirt, t shirt, shirt, tee, business school, Harvard Business School, HBS, Business School tee, women, women's t-shirts",Basement,4,14.1766,3.54415,24,0
Harvard Cabana Umbrella / Crimson / Striped,11172,,5 Accessories,STORMDUDS,300 Rain Gear,,Basement,23,267.96909,11.65083,0,0
Harvard Campus and the Charles River Vintage Photo / 1 Photo,2989,TOEGOZ,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,Basement,0,0,10.3,0,0
Harvard Canvas Belt / 32 / Crimson,10893,,1 Heritage Collection,Smart Turnout,"060 Apparel > Belts, Ties, Cufflinks",,Basement,6,272.64708,45.44118,0,0
Harvard Canvas Belt / 34 / Crimson,11001,,1 Heritage Collection,Smart Turnout,"060 Apparel > Belts, Ties, Cufflinks",,Basement,6,259.76472,43.29412,0,0
Harvard Canvas Belt / 36 / Crimson,11002,,1 Heritage Collection,Smart Turnout,"060 Apparel > Belts, Ties, Cufflinks",,Basement,8,353.67776,44.20972,0,0
Harvard Canvas Belt / 38 / Crimson,11003,,1 Heritage Collection,Smart Turnout,"060 Apparel > Belts, Ties, Cufflinks",,Basement,0,0,46.95652,0,0
Harvard Charge Pack / Crimson,10467,,5 Accessories,LXG,180 Accessories > Other,,Basement,7,90.11842,12.87406,0,0
Harvard Chill Stick Water Bottle / Crimson,10823,,6 Drinkware,Quality,220 Drinkware > Bottles,,Basement,18,161.07786,8.94877,0,0
Harvard Cinch Bag / Crimson,3863,QUALIT,5 Accessories,Quality,150 Accessories > Bags,,Basement,433,1564.862,3.614,50,0
Harvard Collegiate Bowl / Crimson,4317,RFSJ,6 Drinkware,RFSJ,210 Drinkware > Mugs,,Basement,5,36.4746,7.29492,48,72
Harvard Collegiate Tee / Crimson / L,11176,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,73,452.82849,6.20313,0,0
Harvard Collegiate Tee / Crimson / M,11175,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,60,371.9106,6.19851,0,0
Harvard Collegiate Tee / Crimson / S,11174,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,61,378.1207,6.1987,0,0
Harvard Collegiate Tee / Crimson / XL,11177,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,86,533.92326,6.20841,0,0
Harvard Collegiate Tee / Crimson / XS,11178,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,93,577.87689,6.21373,0,0
Harvard Collegiate Tee / Oxford / L,10990,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,40,233.1808,5.82952,0,0
Harvard Collegiate Tee / Oxford / M,10989,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,31,181.56173,5.85683,0,0
Harvard Collegiate Tee / Oxford / S,10988,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,38,221.16988,5.82026,0,0
Harvard Collegiate Tee / Oxford / XL,10991,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,58,338.72754,5.84013,0,0
Harvard Collegiate Tee / Oxford / XS,10992,,4 Fall 2017 Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,55,318.33725,5.78795,0,0
Harvard Crest Banner / Crimson,10996,,5 Accessories,Wincraft,"170 Accessories > Pennants, Wall Decorations",,Basement,22,274.49224,12.47692,0,0
Harvard Crest Beanie / Crimson,10706,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,,Basement,51,255,5,12,24
Harvard Crest Bib / Crimson / Solid,10538,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,11,65.01803,5.91073,0,0
Harvard Crest Bib / Crimson / Striped,10936,,"7 Youth, Toddler, Infant",Creative Knitwear,"080 Apparel > Onesies, Infantwear",,Basement,2,11.67196,5.83598,0,0
Harvard Crest Canvas Tote Bag / Crimson,11212,,5 Accessories,Quality,150 Accessories > Bags,,Basement,3,29.1552,9.7184,0,0
Harvard Crest Cinch Bag / Black,10654,,5 Accessories,Bay State Apparel,150 Accessories > Bags,,Basement,0,0,3.84091,12,48
Harvard Crest Cinch Bag / Crimson,10651,,5 Accessories,Bay State Apparel,150 Accessories > Bags,,Basement,0,0,3.75,12,48
Harvard Crest Cordial Shooter,11201,,6 Drinkware,Quality,230 Drinkware > Glasses,,Basement,0,0,4.54854,0,0
Harvard Crest Hat / Black,10743,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,,Basement,36,171,4.75,0,0
Harvard Crest Hat / Crimson,10736,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,,Basement,9,42.75,4.75,36,0
Harvard Crest Hat / Ivory,10742,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,,Basement,82,389.5,4.75,0,0
Harvard Crest Infant Onesie / 12M / White,559,COMPRI,"7 Youth, Toddler, Infant",Comprint,"080 Apparel > Onesies, Infantwear",,Basement,3,9.73287,3.24429,24,0
Harvard Crest Infant Onesie / 18M / White,560,COMPRI,"7 Youth, Toddler, Infant",Comprint,"080 Apparel > Onesies, Infantwear",,Basement,17,55.15293,3.24429,24,0
Harvard Crest Infant Onesie / 24M / White,561,COMPRI,"7 Youth, Toddler, Infant",Comprint,"080 Apparel > Onesies, Infantwear",,Basement,8,25.1576,3.1447,24,0
Harvard Crest Infant Onesie / 6M / White,1091,COMPRI,"7 Youth, Toddler, Infant",Comprint,"080 Apparel > Onesies, Infantwear",,Basement,3,9.73287,3.24429,24,0
Harvard Crest Infant Onesie / Newborn / White,2247,COMPRI,"7 Youth, Toddler, Infant",Comprint,"080 Apparel > Onesies, Infantwear",,Basement,12,38.87496,3.23958,24,0
Harvard Crest Joggers / L / Oxford,10675,,2 Lifestyle Collection,MV Sport,040 Apparel > Pants and Shorts,,Basement,65,1145.6796,17.62584,0,0
Harvard Crest Joggers / M / Oxford,10674,,2 Lifestyle Collection,MV Sport,040 Apparel > Pants and Shorts,,Basement,64,1128.71616,17.63619,0,0
Harvard Crest Joggers / S / Oxford,10673,,2 Lifestyle Collection,MV Sport,040 Apparel > Pants and Shorts,,Basement,69,1214.31237,17.59873,0,0
Harvard Crest Joggers / XL / Oxford,10676,,2 Lifestyle Collection,MV Sport,040 Apparel > Pants and Shorts,,Basement,50,881.417,17.62834,0,0
Harvard Crest Joggers / XS / Oxford,10672,,2 Lifestyle Collection,MV Sport,040 Apparel > Pants and Shorts,,Basement,85,1497.05145,17.61237,12,36
Harvard Crest Mug / Crimson,11214,,6 Drinkware,Quality,210 Drinkware > Mugs,"cf-color-crimson, cf-color-white",Basement,53,263.10843,4.96431,0,0
Harvard Crest Mug / White,11213,,6 Drinkware,Quality,210 Drinkware > Mugs,"cf-color-crimson, cf-color-white",Basement,14,40.89554,2.92111,0,0
Harvard Crest Pin / Crimson,11173,,5 Accessories,Pin Badge Maker Company,120 Accessories > Pins,,Basement,1299,734.55852,0.56548,0,0
Harvard Crest Pint Glass,2035,,,,General,,Basement,56,356.62648,6.36833,0,0
Harvard Crest Postcard / Black,2992,QUALIT,5 Accessories,Quality,180 Accessories > Other,,Basement,0,0,0.42,0,0
Harvard Crest Shot Glass / Crimson,11198,,6 Drinkware,Quality,230 Drinkware > Glasses,,Basement,0,0,4.09625,0,0
Harvard Crest Sticker,2738,QUALIT,Clearance,Quality,180 Accessories > Other,,Basement,0,0,0.67,0,0
Harvard Crest Striped Bow Tie / Crimson / Striped,10330,,1 Heritage Collection,Global Neckwear,"060 Apparel > Belts, Ties, Cufflinks",,Basement,37,815.49702,22.04046,24,0
Harvard Crest Striped Tie / Crimson / Striped,10329,,1 Heritage Collection,Global Neckwear,"060 Apparel > Belts, Ties, Cufflinks",,Basement,0,0,23.30224,0,0
Harvard Crest T-Shirt / L / Crimson,266,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,163,600.09428,3.68156,36,0
Harvard Crest T-Shirt / L / Navy,3943,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,190,666.4763,3.50777,36,0
Harvard Crest T-Shirt / L / Oxford,261,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,46,160.96504,3.49924,36,0
Harvard Crest T-Shirt / M / Crimson,265,QUALIT,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,Basement,110,409.9821,3.72711,36,0
