Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Outlet,Current Stock,Stock Value,Item Value,Reorder Point,Reorder Amount
Ladies PJ Shorts / Oxford / Striped / L,11170,,2 Lifestyle Collection,Concepts Sport,040 Apparel > Pants and Shorts,,JFK,0,0,7.76803,0,0
Ladies PJ Shorts / Oxford / Striped / M,11169,,2 Lifestyle Collection,Concepts Sport,040 Apparel > Pants and Shorts,,JFK,0,0,7.76732,0,0
Ladies PJ Shorts / Oxford / Striped / S,11168,,2 Lifestyle Collection,Concepts Sport,040 Apparel > Pants and Shorts,,JFK,0,0,7.5,0,0
Ladies PJ Shorts / Oxford / Striped / XL,11171,,2 Lifestyle Collection,Concepts Sport,040 Apparel > Pants and Shorts,,JFK,-1,-7.76621,7.76621,0,0
Ladies Retro Stripe Sweater / XS,10912,,4 Fall 2017 Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,42.5,0,0
Ladies Vineyard Vines Shep Shirt / Navy / L,3214,VV,1 Heritage Collection,Vineyard Vines,023 Apparel > Sweatshirts > Zip,,JFK,2,106.4835,53.24175,1,2
Ladies Vineyard Vines Shep Shirt / Navy / M,3213,VV,1 Heritage Collection,Vineyard Vines,023 Apparel > Sweatshirts > Zip,,JFK,0,0,55.16026,1,2
Ladies Vineyard Vines Shep Shirt / Navy / S,3212,VV,1 Heritage Collection,Vineyard Vines,023 Apparel > Sweatshirts > Zip,,JFK,3,165.48078,55.16026,1,2
Ladies Vineyard Vines Shep Shirt / Navy / XL,3215,VV,1 Heritage Collection,Vineyard Vines,023 Apparel > Sweatshirts > Zip,,JFK,2,104.70396,52.35198,1,2
Ladies Vineyard Vines Shep Shirt / Navy / XS,3211,VV,1 Heritage Collection,Vineyard Vines,023 Apparel > Sweatshirts > Zip,,JFK,2,103.49232,51.74616,1,2
Large Harvard Pennant / Crimson,939,COLLEG,5 Accessories,Collegiate Pacific,"170 Accessories > Pennants, Wall Decorations",,JFK,1,5.52941,5.52941,5,5
Leather Crest Keychain / Crimson,10853,,5 Accessories,LXG,110 Accessories > Keychains,,JFK,10,42.6764,4.26764,0,0
Leather Crest Mini Padfolio / Crimson,11151,,5 Accessories,LXG,130 Accessories > Stationery,,JFK,5,35.8014,7.16028,0,0
Leather Harvard Padfolio / Black,10070,,5 Accessories,Gemline,130 Accessories > Stationery,,JFK,-4,-33.32,8.33,5,5
Leather Luggage Tag / Crimson,10855,,5 Accessories,LXG,180 Accessories > Other,,JFK,1,6.64233,6.64233,0,0
Leather Strap Keychain / Crimson,10854,,5 Accessories,Pin Badge Maker Company,110 Accessories > Keychains,,JFK,25,87.33175,3.49327,0,0
Let's Go Camelbak,11249,,,,,,JFK,0,0,15,0,0
Let's Go Hat,11247,,,,,,JFK,0,0,12,0,0
Life in Crimson,10407,,,HSA Publications,180 Accessories > Other,,JFK,5,140,28,5,10
Lorelei Long Sleeve / Oxford / L,10839,,2 Lifestyle Collection,The League,"010 Apparel > T-shirts, Tanks",,JFK,2,33.95394,16.97697,0,0
Lorelei Long Sleeve / Oxford / M,10838,,2 Lifestyle Collection,The League,"010 Apparel > T-shirts, Tanks",,JFK,2,34.08874,17.04437,0,0
Lorelei Long Sleeve / Oxford / S,10837,,2 Lifestyle Collection,The League,"010 Apparel > T-shirts, Tanks",,JFK,1,17.06058,17.06058,0,0
Lorelei Long Sleeve / Oxford / XL,10840,,2 Lifestyle Collection,The League,"010 Apparel > T-shirts, Tanks",,JFK,2,33.75032,16.87516,0,0
Merino Wool H Sweater / Crimson / L,10670,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,0,0,0
Merino Wool H Sweater / Crimson / M,10669,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,0,0,0
Merino Wool H Sweater / Crimson / S,10668,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,0,0,0
Merino Wool H Sweater / Crimson / XL,10671,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,0,0,0
Merino Wool H Sweater / Crimson / XS,10667,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,0,0,0
Metal Luggage Tag,10679,,Clearance,Arts & Cards,,,JFK,-3,-4.5,1.5,2,2
Metallic Crest Shot Glass / Blue,4027,,Clearance,Quality,230 Drinkware > Glasses,,JFK,-1,-4.68336,4.68336,10,10
Metallic Crest Shot Glass / Crimson,4028,QUALIT,Clearance,Quality,230 Drinkware > Glasses,,JFK,0,0,5.45,10,10
MIT Arc T-Shirt / L / Oxford,60127,,MIT,Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT Arc T-Shirt / M / Oxford,60126,,MIT,Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT Arc T-Shirt / S / Oxford,60125,,MIT,Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT Arc T-Shirt / XL / Oxford,60128,,MIT,Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT Binary Logo Hat,60129,,MIT,FREEDOM,030 Apparel > Hats,,JFK,0,0,5,0,0
MIT Contemporary Cinch Bag,60130,,MIT,Quality Graphics,150 Accessories > Bags,,JFK,0,0,5,0,0
MIT Contemporary Hooded Sweatshirt / L / Charcoal,60113,,MIT,FREEDOM,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,11.5,0,0
MIT Contemporary Hooded Sweatshirt / M / Charcoal,60112,,MIT,FREEDOM,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,11.5,0,0
MIT Contemporary Hooded Sweatshirt / S / Charcoal,60111,,MIT,FREEDOM,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,11.5,0,0
MIT Contemporary Hooded Sweatshirt / XL / Charcoal,60114,,MIT,FREEDOM,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,11.5,0,0
MIT Contemporary Logo Keychain,60032,,MIT,LXG,110 Accessories > Keychains,,JFK,0,0,2.85,0,0
MIT Contemporary T-Shirt / Charcoal / L,60010,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.25,0,0
MIT Contemporary T-Shirt / Charcoal / M,60009,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.25,0,0
MIT Contemporary T-Shirt / Charcoal / S,60008,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.25,0,0
MIT Contemporary T-Shirt / Dark Heather / XL,60011,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.25,0,0
MIT Contemporary T-Shirt / Oxford / L,60014,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.25,0,0
MIT Contemporary T-Shirt / Oxford / M,60013,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.25,0,0
MIT Contemporary T-Shirt / Oxford / S,60012,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.25,0,0
MIT Contemporary T-Shirt / Oxford / XL,60015,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.25,0,0
MIT Crest Cinch Bag,60131,,MIT,Quality Graphics,150 Accessories > Bags,,JFK,0,0,5,0,0
MIT Crest Mug / Black,10108,,MIT,FREEDOM,210 Drinkware > Mugs,,JFK,0,0,0,0,0
MIT Crest T-Shirt / L / Crimson,60109,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.5,0,0
MIT Crest T-Shirt / M / Crimson,60108,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.5,0,0
MIT Crest T-Shirt / S / Crimson,60107,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.5,0,0
MIT Crest T-Shirt / XL / Crimson,60110,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.5,0,0
MIT Crew Sweatshirt / L / Oxford,60081,,MIT,FREEDOM,021 Apparel > Sweatshirts > Crewneck,,JFK,0,0,8,0,0
MIT Crew Sweatshirt / M / Oxford,60080,,MIT,FREEDOM,021 Apparel > Sweatshirts > Crewneck,,JFK,0,0,8,0,0
MIT Crew Sweatshirt / S / Oxford,60079,,MIT,FREEDOM,021 Apparel > Sweatshirts > Crewneck,,JFK,0,0,8,0,0
MIT Crew Sweatshirt / XL / Oxford,60082,,MIT,FREEDOM,021 Apparel > Sweatshirts > Crewneck,,JFK,0,0,8,0,0
MIT Engineer Arc T-Shirt / L / Oxford,60030,,MIT,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,11,0,0
MIT Engineer Arc T-Shirt / M / Oxford,60029,,MIT,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,11,0,0
MIT Engineer Arc T-Shirt / S / Oxford,60028,,MIT,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,11,0,0
MIT Engineer Arc T-Shirt / XL / Oxford,60031,,MIT,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,11,0,0
MIT Engineers Vintage T-Shirt - Charcoal / L / Charcoal,60022,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
MIT Engineers Vintage T-Shirt - Charcoal / M / Charcoal,60021,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
MIT Engineers Vintage T-Shirt - Charcoal / S / Charcoal,60020,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
MIT Engineers Vintage T-Shirt - Charcoal / XL / Charcoal,60023,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
MIT Engineers Vintage T-Shirt - Crimson / L / Crimson,60018,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
MIT Engineers Vintage T-Shirt - Crimson / M / Crimson,60017,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
MIT Engineers Vintage T-Shirt - Crimson / S / Crimson,60016,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
MIT Engineers Vintage T-Shirt - Crimson / XL / Crimson,60019,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
MIT Engineers Vintage T-Shirt - Oxford / L / Oxford,60026,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13,0,0
MIT Engineers Vintage T-Shirt - Oxford / M / Oxford,60025,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13,0,0
MIT Engineers Vintage T-Shirt - Oxford / S / Oxford,60024,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13,0,0
MIT Engineers Vintage T-Shirt - Oxford / XL / Oxford,60027,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13,0,0
MIT Etched Crest Shot Glass,60037,,MIT,LXG,230 Drinkware > Glasses,,JFK,0,0,4.5,0,0
MIT Future Freshman T-Shirt / L / Oxford,60106,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT Future Freshman T-Shirt / M / Oxford,60105,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT Future Freshman T-Shirt / S / Oxford,60104,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT Future Freshman T-Shirt / XS / Oxford,60103,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT Hat / Crimson,60102,,MIT,FREEDOM,030 Apparel > Hats,,JFK,0,0,5,0,0
MIT Hooded Sweatshirt / Crimson / L,60077,,MIT,FREEDOM,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,11,0,0
MIT Hooded Sweatshirt / Crimson / M,60076,,MIT,FREEDOM,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,11,0,0
MIT Hooded Sweatshirt / Crimson / S,60075,,MIT,FREEDOM,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,11,0,0
MIT Hooded Sweatshirt / Crimson / XL,60078,,MIT,FREEDOM,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,11,0,0
MIT Hooded Sweatshirt / Oxford / L,60073,,MIT,FREEDOM,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,11,0,0
MIT Hooded Sweatshirt / Oxford / M,60072,,MIT,FREEDOM,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,11,0,0
MIT Hooded Sweatshirt / Oxford / S,60071,,MIT,FREEDOM,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,11,0,0
MIT Hooded Sweatshirt / Oxford / XL,60074,,MIT,FREEDOM,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,11,0,0
MIT Lanyard / Crimson,60115,,MIT,Quality,180 Accessories > Other,,JFK,0,0,2,0,0
MIT Large Pennant,60046,,MIT,Collegiate Pacific,"170 Accessories > Pennants, Wall Decorations",,JFK,0,0,5.85,0,0
MIT Leather Keychain,60038,,MIT,LXG,110 Accessories > Keychains,,JFK,0,0,4.5,0,0
MIT Magnet,60132,,MIT,FREEDOM,140 Accessories > Magnets,,JFK,0,0,1.1,0,0
MIT Mug,60083,,MIT,FREEDOM,210 Drinkware > Mugs,,JFK,0,0,2.5,0,0
MIT Onesie / 12 months,60134,,MIT,FREEDOM,"080 Apparel > Onesies, Infantwear",,JFK,0,0,5.5,0,0
MIT Onesie / 18 months,60135,,MIT,FREEDOM,"080 Apparel > Onesies, Infantwear",,JFK,0,0,5.5,0,0
MIT Onesie / 24 months,60136,,MIT,FREEDOM,"080 Apparel > Onesies, Infantwear",,JFK,0,0,5.5,0,0
MIT Onesie / 6 months,60133,,MIT,FREEDOM,"080 Apparel > Onesies, Infantwear",,JFK,0,0,5.5,0,0
MIT Pen / Crimson,60137,,MIT,Quality,130 Accessories > Stationery,,JFK,0,0,1.5,0,0
MIT Pen / White,60147,,MIT,Quality,130 Accessories > Stationery,,JFK,0,0,1.5,0,0
MIT Quarter Zip Embroidered Sweater / L / Charcoal,60043,,MIT,Ouray,023 Apparel > Sweatshirts > Zip,,JFK,0,0,19.95,0,0
MIT Quarter Zip Embroidered Sweater / M / Charcoal,60042,,MIT,Ouray,023 Apparel > Sweatshirts > Zip,,JFK,0,0,19.95,0,0
MIT Quarter Zip Embroidered Sweater / S / Charcoal,60041,,MIT,Ouray,023 Apparel > Sweatshirts > Zip,,JFK,0,0,19.95,0,0
MIT Quarter Zip Embroidered Sweater / XL / Charcoal,60044,,MIT,Ouray,023 Apparel > Sweatshirts > Zip,,JFK,0,0,19.95,0,0
MIT Quarter Zip Embroidered Sweater / XXL / Charcoal,60045,,MIT,Ouray,023 Apparel > Sweatshirts > Zip,,JFK,0,0,19.95,0,0
MIT Round Keychain,60142,,MIT,FREEDOM,110 Accessories > Keychains,,JFK,0,0,1.75,0,0
MIT Silver Tumbler Thermos,60035,,MIT,LXG,240 Drinkware > Travel Mugs,,JFK,0,0,7.75,0,0
MIT Speckled Crest Bistro Mug / Blue,60034,,MIT,LXG,210 Drinkware > Mugs,,JFK,0,0,5.95,0,0
MIT Speckled Crest Bistro Mug / Crimson,60033,,MIT,LXG,210 Drinkware > Mugs,,JFK,0,0,5.95,0,0
MIT T-Shirt / Crimson / L,60065,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT T-Shirt / Crimson / M,60064,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT T-Shirt / Crimson / S,60063,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT T-Shirt / Crimson / XL,60066,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT T-Shirt / Oxford / L,60061,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT T-Shirt / Oxford / M,60060,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT T-Shirt / Oxford / S,60059,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
MIT T-Shirt / Oxford / XL,60062,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4,0,0
Pewter Keychain / Silver,3779,ARTS A,5 Accessories,Arts & Cards,110 Accessories > Keychains,,JFK,42,105.01932,2.50046,8,8
Postcard / Boathouse,10597,,Clearance,Mahoney Publishing,"190 Accessories > Postcards, Photos",,JFK,0,0,1.95,3,3
Postcard / Dunster House,10592,,Clearance,Mahoney Publishing,"190 Accessories > Postcards, Photos",,JFK,-3,-5.85,1.95,2,2
Postcard / Harvard Square,10593,,Clearance,Mahoney Publishing,"190 Accessories > Postcards, Photos",,JFK,-11,-21.45,1.95,2,2
Postcard / Lampoon,10596,,Clearance,Mahoney Publishing,"190 Accessories > Postcards, Photos",,JFK,0,0,1.95,3,3
Postcard / Memorial Church,10595,,Clearance,Mahoney Publishing,"190 Accessories > Postcards, Photos",,JFK,-5,-9.75,1.95,2,2
Postcard / Regatta,10594,,Clearance,Mahoney Publishing,"190 Accessories > Postcards, Photos",,JFK,-2,-3.9,1.95,3,3
Premium Comfort T-Shirt / Navy / L,11079,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Comfort T-Shirt / Navy / M,11078,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Comfort T-Shirt / Navy / S,11077,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,3,39.79347,13.26449,0,0
Premium Comfort T-Shirt / Navy / XL,11080,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Comfort T-Shirt / Oxford / L,11075,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Comfort T-Shirt / Oxford / M,11074,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Comfort T-Shirt / Oxford / S,11073,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Comfort T-Shirt / Oxford / XL,11076,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Cotton H Sweater / Cream / L,10752,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,41,0,0
Premium Cotton H Sweater / Cream / M,10751,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,41,0,0
Premium Cotton H Sweater / Cream / S,10750,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,41,0,0
Premium Cotton H Sweater / Cream / XL,10753,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,41,0,0
Premium Cotton H Sweater / Cream / XS,10749,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,0,0,0
Premium Cotton H Sweater / Crimson / L,10586,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,42.95609,0,0
Premium Cotton H Sweater / Crimson / M,10585,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,41,0,0
Premium Cotton H Sweater / Crimson / S,10584,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,41,0,0
Premium Cotton H Sweater / Crimson / XL,10587,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,41,0,0
Premium Cotton H Sweater / Crimson / XS,10583,,1 Heritage Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,0,0,0
Premium Faded T-Shirt / Charcoal / L,11136,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Faded T-Shirt / Charcoal / M,11135,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Faded T-Shirt / Charcoal / S,11134,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Faded T-Shirt / Charcoal / XL,11137,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Faded T-Shirt / Crimson / L,11083,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Faded T-Shirt / Crimson / M,11082,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,-1,-13.06,13.06,0,0
Premium Faded T-Shirt / Crimson / S,11081,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,1,13.23599,13.23599,0,0
Premium Faded T-Shirt / Crimson / XL,11084,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Faded T-Shirt / Navy / L,11091,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Faded T-Shirt / Navy / M,11090,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Faded T-Shirt / Navy / S,11089,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.26281,0,0
Premium Faded T-Shirt / Navy / XL,11092,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Faded T-Shirt / Oxford / L,11087,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Faded T-Shirt / Oxford / M,11086,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Faded T-Shirt / Oxford / S,11085,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Premium Faded T-Shirt / Oxford / XL,11088,,4 Fall 2017 Collection,Ouray,"010 Apparel > T-shirts, Tanks",,JFK,0,0,13.06,0,0
Pro-Weave Crewneck / Black / L,10809,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,1,19.068,19.068,0,0
Pro-Weave Crewneck / Black / M,10808,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,3,57.204,19.068,0,0
Pro-Weave Crewneck / Black / S,10807,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,1,19.068,19.068,0,0
Pro-Weave Crewneck / Black / XL,10810,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,1,18.95258,18.95258,0,0
Pro-Weave Crewneck / Ivory / L,10813,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,1,18.96009,18.96009,0,0
Pro-Weave Crewneck / Ivory / M,10812,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,-1,-18.95073,18.95073,0,0
Pro-Weave Crewneck / Ivory / S,10811,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,-2,-37.91948,18.95974,0,0
Pro-Weave Crewneck / Ivory / XL,10814,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,1,19.02808,19.02808,0,0
Pro-Weave Hood / Crimson / L,10817,,2 Lifestyle Collection,MV Sport,022 Apparel > Sweatshirts > Hooded,,JFK,3,65.98236,21.99412,0,0
Pro-Weave Hood / Crimson / M,10816,,2 Lifestyle Collection,MV Sport,022 Apparel > Sweatshirts > Hooded,,JFK,1,21.92578,21.92578,0,0
Pro-Weave Hood / Crimson / S,10815,,2 Lifestyle Collection,MV Sport,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,22.04556,0,0
Pro-Weave Hood / Crimson / XL,10818,,2 Lifestyle Collection,MV Sport,022 Apparel > Sweatshirts > Hooded,,JFK,-2,-43.70324,21.85162,0,0
Pro-Weave Hood / Ivory / L,10821,,2 Lifestyle Collection,MV Sport,022 Apparel > Sweatshirts > Hooded,,JFK,5,104.24755,20.84951,0,0
Pro-Weave Hood / Ivory / M,10820,,2 Lifestyle Collection,MV Sport,022 Apparel > Sweatshirts > Hooded,,JFK,3,59.62218,19.87406,0,0
Pro-Weave Hood / Ivory / S,10819,,2 Lifestyle Collection,MV Sport,022 Apparel > Sweatshirts > Hooded,,JFK,3,56.69412,18.89804,0,0
Pro-Weave Hood / Ivory / XL,10822,,2 Lifestyle Collection,MV Sport,022 Apparel > Sweatshirts > Hooded,,JFK,2,43.79334,21.89667,0,0
Pro-Weave Hood / Ivory / XS,10917,,2 Lifestyle Collection,MV Sport,022 Apparel > Sweatshirts > Hooded,,JFK,3,60.891,20.297,0,0
Protest Against Vietnam War Vintage Photo,10410,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,JFK,-1,-10,10,0,0
Quilted Crew / Ivory / L,11037,,4 Fall 2017 Collection,Apparel Empire,021 Apparel > Sweatshirts > Crewneck,,JFK,3,51,17,0,0
Quilted Crew / Ivory / M,11036,,4 Fall 2017 Collection,Apparel Empire,021 Apparel > Sweatshirts > Crewneck,,JFK,1,17,17,0,0
Quilted Crew / Ivory / S,11035,,4 Fall 2017 Collection,Apparel Empire,021 Apparel > Sweatshirts > Crewneck,,JFK,2,34,17,0,0
Quilted Crew / Ivory / XL,11038,,4 Fall 2017 Collection,Apparel Empire,021 Apparel > Sweatshirts > Crewneck,,JFK,5,85,17,0,0
Quilted Crew / Ivory / XS,11035a,,4 Fall 2017 Collection,Apparel Empire,021 Apparel > Sweatshirts > Crewneck,,JFK,0,0,17,0,0
Rectangular Harvard Pennant / Crimson,627,COLLEG,5 Accessories,Collegiate Pacific,"170 Accessories > Pennants, Wall Decorations",,JFK,9,89.87346,9.98594,10,10
Red Harvard Pen / Crimson,2720,QUALIT,5 Accessories,Quality,130 Accessories > Stationery,,JFK,8,7.2288,0.9036,10,10
Rugby Striped Beanie / Crimson,11261,,2 Lifestyle Collection,Apparel Empire,030 Apparel > Hats,,JFK,2,19,9.5,0,0
SEAS Tote Bag,11260,,,Vineyard Vines,150 Accessories > Bags,,JFK,0,0,48.6,0,0
SEAS Vineyard Vines Tie / Blue,11139,,,Vineyard Vines,,,JFK,0,0,36.5,0,0
SEAS Vineyard Vines Tie / Crimson,11138,,,Vineyard Vines,,,JFK,0,0,36.5,0,0
Silver Rectangular Keychain / Silver,1642,LXG,5 Accessories,LXG,110 Accessories > Keychains,,JFK,6,23.74302,3.95717,8,8
Small Harvard Pennant / Crimson,867,COLLEG,5 Accessories,Collegiate Pacific,"170 Accessories > Pennants, Wall Decorations",,JFK,16,54.0696,3.37935,10,10
Spartan Harvard Swiss Army Knife / Crimson,11022,,5 Accessories,Victorinox,180 Accessories > Other,,JFK,6,93.29988,15.54998,0,0
Spartan Harvard Swiss Army Knife / White,11021,,5 Accessories,Victorinox,180 Accessories > Other,,JFK,2,31.1149,15.55745,0,0
Spinner Keychain / Spinner,2870,FREEDM,5 Accessories,FREEDOM,110 Accessories > Keychains,,JFK,52,91.09048,1.75174,12,12
