Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Outlet,Current Stock,Stock Value,Item Value,Reorder Point,Reorder Amount
Harvard Summer School T-Shirt (Vintage) / White / L,3272,QUALIT,Clearance,Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.86,0,0
Harvard Summer School T-Shirt (Vintage) / White / M,3271,QUALIT,Clearance,Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.86,0,0
Harvard Summer School T-Shirt (Vintage) / White / S,3270,QUALIT,Clearance,Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.86,0,0
Harvard Summer School T-Shirt (Vintage) / White / XL,3273,QUALIT,Clearance,Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.86,0,0
Harvard Summer School T-Shirt (Vintage) / White / XXL,3274,QUALIT,Clearance,Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.86,0,0
Harvard Sweatpants / Crimson / L,3116,QUALIT,3 Classic Collection,Quality,040 Apparel > Pants and Shorts,,JFK,2,17.56,8.78,1,2
Harvard Sweatpants / Crimson / M,3115,QUALIT,3 Classic Collection,Quality,040 Apparel > Pants and Shorts,,JFK,2,19.01612,9.50806,1,2
Harvard Sweatpants / Crimson / S,3114,QUALIT,3 Classic Collection,Quality,040 Apparel > Pants and Shorts,,JFK,0,0,8.72,1,2
Harvard Sweatpants / Crimson / XL,3117,QUALIT,3 Classic Collection,Quality,040 Apparel > Pants and Shorts,,JFK,1,8.06052,8.06052,1,2
Harvard Sweatpants / Ivory / L,3152,QUALIT,3 Classic Collection,Quality,040 Apparel > Pants and Shorts,,JFK,-1,-8.63075,8.63075,1,2
Harvard Sweatpants / Ivory / M,3151,QUALIT,3 Classic Collection,Quality,040 Apparel > Pants and Shorts,,JFK,1,8.22,8.22,1,2
Harvard Sweatpants / Ivory / S,3150,QUALIT,3 Classic Collection,Quality,040 Apparel > Pants and Shorts,,JFK,-3,-24.69,8.23,1,2
Harvard Sweatpants / Ivory / XL,10416,QUALIT,3 Classic Collection,Quality,040 Apparel > Pants and Shorts,,JFK,2,16.1,8.05,1,2
Harvard T-Shirt Keychain / Crimson,784,FREEDM,5 Accessories,FREEDOM,110 Accessories > Keychains,,JFK,12,12,1,12,12
Harvard Tassel Beanie,11100,,4 Fall 2017 Collection,Ouray,030 Apparel > Hats,,JFK,0,0,13.40098,0,0
Harvard Teddy Bear / Brown,10653,,5 Accessories,T-Shirt Bears,160 Accessories > Soft Toys,,JFK,-3,-21.5109,7.1703,5,5
Harvard Teddy Bear / Chocolate,10477,,5 Accessories,T-Shirt Bears,160 Accessories > Soft Toys,,JFK,11,79.03764,7.18524,4,5
Harvard Toddler Jeans / 0-3M,11202,,"7 Youth, Toddler, Infant",Creative Knitwear,040 Apparel > Pants and Shorts,,JFK,0,0,11.75,0,0
Harvard Toddler Jeans / 12M,11205,,"7 Youth, Toddler, Infant",Creative Knitwear,040 Apparel > Pants and Shorts,,JFK,0,0,11.75,0,0
Harvard Toddler Jeans / 18M,11210,,"7 Youth, Toddler, Infant",Creative Knitwear,040 Apparel > Pants and Shorts,,JFK,0,0,11.75,0,0
Harvard Toddler Jeans / 24M,11206,,"7 Youth, Toddler, Infant",Creative Knitwear,040 Apparel > Pants and Shorts,,JFK,0,0,11.75,0,0
Harvard Toddler Jeans / 2T,11207,,"7 Youth, Toddler, Infant",Creative Knitwear,040 Apparel > Pants and Shorts,,JFK,0,0,12.75,0,0
Harvard Toddler Jeans / 3-6M,11203,,"7 Youth, Toddler, Infant",Creative Knitwear,040 Apparel > Pants and Shorts,,JFK,0,0,11.75,0,0
Harvard Toddler Jeans / 3T,11208,,"7 Youth, Toddler, Infant",Creative Knitwear,040 Apparel > Pants and Shorts,,JFK,0,0,12.75,0,0
Harvard Toddler Jeans / 4T,11209,,"7 Youth, Toddler, Infant",Creative Knitwear,040 Apparel > Pants and Shorts,,JFK,0,0,12.75,0,0
Harvard Toddler Jeans / 6-9M,11204,,"7 Youth, Toddler, Infant",Creative Knitwear,040 Apparel > Pants and Shorts,,JFK,0,0,11.75,0,0
Harvard Toddler Pocket Tee / Crimson / Striped / 24M,10937,,"7 Youth, Toddler, Infant",Creative Knitwear,"010 Apparel > T-shirts, Tanks",,JFK,0,0,9.75,0,0
Harvard Toddler Pocket Tee / Crimson / Striped / 2T,10938,,"7 Youth, Toddler, Infant",Creative Knitwear,"010 Apparel > T-shirts, Tanks",,JFK,0,0,9.75,0,0
Harvard Toddler Pocket Tee / Crimson / Striped / 3T,10939,,"7 Youth, Toddler, Infant",Creative Knitwear,"010 Apparel > T-shirts, Tanks",,JFK,0,0,9.75,0,0
Harvard Toddler Pocket Tee / Crimson / Striped / 4T,10940,,"7 Youth, Toddler, Infant",Creative Knitwear,"010 Apparel > T-shirts, Tanks",,JFK,0,0,9.75,0,0
Harvard Trapper Beanie,11099,,4 Fall 2017 Collection,Ouray,030 Apparel > Hats,,JFK,2,26.95794,13.47897,0,0
Harvard Tumbler / Crimson,10466,,6 Drinkware,LXG,240 Drinkware > Travel Mugs,,JFK,1,6.96375,6.96375,5,5
Harvard Tumbler / Pink,10479,,6 Drinkware,LXG,240 Drinkware > Travel Mugs,,JFK,5,36.46265,7.29253,5,5
Harvard University Drill Squad Photo,10615,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,JFK,0,0,7.5,0,0
Harvard Varsity 8 Rowers 1913,10624,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,JFK,1,12.75,12.75,0,0
Harvard Varsity 8 Vintage Photo / 1 Photo,2991,TOEGOZ,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,JFK,0,0,10.3,0,0
Harvard Varsity Jacket / Crimson / L,11026,,4 Fall 2017 Collection,Apparel Empire,050 Apparel > Jackets,,JFK,3,51.51654,17.17218,0,0
Harvard Varsity Jacket / Crimson / M,11025,,4 Fall 2017 Collection,Apparel Empire,050 Apparel > Jackets,,JFK,6,101.65344,16.94224,0,0
Harvard Varsity Jacket / Crimson / S,11024,,4 Fall 2017 Collection,Apparel Empire,050 Apparel > Jackets,,JFK,5,83.19685,16.63937,0,0
Harvard Varsity Jacket / Crimson / XL,11027,,4 Fall 2017 Collection,Apparel Empire,050 Apparel > Jackets,,JFK,3,51.30249,17.10083,0,0
Harvard Varsity Jacket / Crimson / XS,11023,,4 Fall 2017 Collection,Apparel Empire,050 Apparel > Jackets,,JFK,0,0,17.00009,0,0
Harvard Varsity Jacket / Crimson / XXL,11028,,4 Fall 2017 Collection,Apparel Empire,050 Apparel > Jackets,,JFK,2,34.34154,17.17077,0,0
Harvard Varsity Sweater / XS,10907,,4 Fall 2017 Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,42.5,0,0
Harvard Vineyard Vines Classic Tote / Crimson,3959,VV,5 Accessories,Vineyard Vines,150 Accessories > Bags,,JFK,2,97.02606,48.51303,2,2
Harvard Vineyard Vines Classic Tote / Navy,10262,VV,5 Accessories,Vineyard Vines,150 Accessories > Bags,,JFK,1,48.90863,48.90863,2,2
Harvard White Postcard,2997,QUALIT,5 Accessories,Quality,"190 Accessories > Postcards, Photos",,JFK,-6,-2.4,0.4,30,30
Harvard Wooden Dorm Sign,10995,,5 Accessories,Wincraft,"170 Accessories > Pennants, Wall Decorations",,JFK,1,8.13472,8.13472,0,0
Harvard Wristband / Crimson,41,QUALIT,5 Accessories,Quality,180 Accessories > Other,,JFK,14,14.28896,1.02064,10,10
Harvard Youth Arc T-Shirt / Crimson / YL,3686,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,3,8.82681,2.94227,1,2
Harvard Youth Arc T-Shirt / Crimson / YM,3685,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,7,21.79373,3.11339,1,2
Harvard Youth Arc T-Shirt / Crimson / YS,3684,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,4,11.78576,2.94644,1,2
Harvard Youth Arc T-Shirt / Crimson / YXS,3683,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,5,15.1904,3.03808,1,2
Harvard Youth Arc T-Shirt / Oxford / YL,662,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,4,11.16692,2.79173,1,2
Harvard Youth Arc T-Shirt / Oxford / YM,661,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,4,11.17296,2.79324,1,2
Harvard Youth Arc T-Shirt / Oxford / YS,660,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,4,10.96,2.74,1,2
Harvard Youth Arc T-Shirt / Oxford / YXS,659,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,1,2.73981,2.73981,1,2
Harvard Youth Crest T-Shirt / Crimson / YL,3101,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,7,23.43775,3.34825,1,2
Harvard Youth Crest T-Shirt / Crimson / YM,3100,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,15,50.2707,3.35138,1,2
Harvard Youth Crest T-Shirt / Crimson / YS,3099,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,10,33.8835,3.38835,1,2
Harvard Youth Crest T-Shirt / Crimson / YXS,3098,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,2,6.69402,3.34701,1,2
Harvard Youth Crest T-Shirt / Oxford / YL,3097,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,4,10.84,2.71,1,2
Harvard Youth Crest T-Shirt / Oxford / YM,3096,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,9,30.23073,3.35897,1,2
Harvard Youth Crest T-Shirt / Oxford / YS,3095,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,8,21.70904,2.71363,1,2
Harvard Youth Crest T-Shirt / Oxford / YXS,3094,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,6,17.59662,2.93277,1,2
Harvard Youth Crest T-Shirt / Pink / YL,3386,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,14,39.77946,2.84139,1,2
Harvard Youth Crest T-Shirt / Pink / YM,3385,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,12,35.41296,2.95108,1,2
Harvard Youth Crest T-Shirt / Pink / YS,3384,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,10,30.1559,3.01559,1,2
Harvard Youth Crest T-Shirt / Pink / YXS,3383,QUALIT,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,4,10.56,2.64,1,2
Harvard-Yale Track Meet Vintage Photo / 1 Photo,2986,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,JFK,0,0,10.3,0,0
Hat & Tee Combo / L,11006,,3 Classic Collection,Ouray,,,JFK,8,91.28792,11.41099,0,0
Hat & Tee Combo / M,11005,,3 Classic Collection,Ouray,,,JFK,7,79.87693,11.41099,0,0
Hat & Tee Combo / S,11004,,3 Classic Collection,Ouray,,,JFK,10,110.4294,11.04294,0,0
Hat & Tee Combo / XL,11007,,3 Classic Collection,Ouray,,,JFK,-3,-34.23297,11.41099,0,0
Havard Shield Dog Collar / Black / L,10571,,5 Accessories,All Star Dogs,180 Accessories > Other,,JFK,0,0,0,0,0
Havard Shield Dog Collar / Black / M,10570,,5 Accessories,All Star Dogs,180 Accessories > Other,,JFK,0,0,0,0,0
Havard Shield Dog Collar / Black / S,10569,,5 Accessories,All Star Dogs,180 Accessories > Other,,JFK,0,0,0,0,0
Havard Shield Dog Collar / Crimson / L,10568,,5 Accessories,All Star Dogs,180 Accessories > Other,,JFK,0,0,0,0,0
Havard Shield Dog Collar / Crimson / M,10567,,5 Accessories,All Star Dogs,180 Accessories > Other,,JFK,0,0,0,0,0
Havard Shield Dog Collar / Crimson / S,10566,,5 Accessories,All Star Dogs,180 Accessories > Other,,JFK,0,0,7.65,0,0
Helen Keller Portrait,10616,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,JFK,1,7.73,7.73,0,0
Hello Kitty T-shirt Missy / L / Crimson,10007,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,11.71,2,2
Hello Kitty T-shirt Missy / M / Crimson,10006,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,11.72,2,2
Hello Kitty T-shirt Missy / S / Crimson,10005,MYU,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,11.5,2,2
Hello Kitty T-shirt Missy / XL / Crimson,10008,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,11.5,2,2
Hello Kitty T-shirts Youth / L (age 10),10011,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,10.5,2,3
Hello Kitty T-shirts Youth / M (age 8),10010,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,10.5,3,4
Hello Kitty T-shirts Youth / S (ages 6-7),10009,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,10.5,2,3
Hello Kitty T-shirts Youth / XL (age 12),10302,,Clearance,MyU,"010 Apparel > T-shirts, Tanks",,JFK,0,0,10.5,3,4
HGSE Crest T-Shirt / Crimson / L,10845,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,47,227.63228,4.84324,0,0
HGSE Crest T-Shirt / Crimson / M,10844,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,59,318.6,5.4,0,0
HGSE Crest T-Shirt / Crimson / S,10843,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,15,61.5,4.1,0,0
HGSE Crest T-Shirt / Crimson / XL,10846,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,22,107.55998,4.88909,0,0
HGSE Crest T-Shirt / Crimson / XS,10842,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,0,0,0
HGSE Crest T-Shirt / Crimson / XXL,10847,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,1,4.1,4.1,0,0
HGSE Crest T-Shirt / Navy / L,3782,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,24,107.712,4.488,3,3
HGSE Crest T-Shirt / Navy / M,3733,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,16,69.52,4.345,3,3
HGSE Crest T-Shirt / Navy / S,3732,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,26,113.23442,4.35517,3,3
HGSE Crest T-Shirt / Navy / XL,3889,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,26,121.35734,4.66759,3,3
HGSE Crest T-Shirt / Navy / XXL,4107,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,8,9.92,1.24,0,0
HGSE Crest T-Shirt / Red / L,3730,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,78,372.72846,4.77857,3,3
HGSE Crest T-Shirt / Red / M,3729,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,40,126.4796,3.16199,3,3
HGSE Crest T-Shirt / Red / S,3728,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,48,174.33792,3.63204,3,3
HGSE Crest T-Shirt / Red / XL,3731,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,66,293.4096,4.4456,3,3
HGSE Crest T-Shirt / Red / XXL,4070,,Graduate Schools,Quality,"010 Apparel > T-shirts, Tanks",,JFK,15,0,0,0,0
HSA Camelbak,11248,,,,,,JFK,0,0,15,0,0
HSA Hat,11246,,,,,,JFK,0,0,12,0,0
HSA Patagonia / mens,11244,,,,,,JFK,0,0,0,0,0
HSA Patagonia / womens,11245,,,,,,JFK,0,0,0,0,0
I Love Harvard Keychain / White,1102,FREEDM,5 Accessories,FREEDOM,110 Accessories > Keychains,,JFK,32,25.6,0.8,12,12
I Took CS50 T-Shirt / L  / Crimson / Men's,10865,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / L  / Navy / Men's,10869,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / L / Crimson / Women's,10775,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / L / Navy / Women's,10779,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / M / Crimson / Men's,10863,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / M / Crimson / Women's,10774,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / M / Navy / Men's,10868,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / M / Navy / Women's,10778,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / S / Crimson / Men's,10773,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / S / Crimson / Women's,10862,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / S / Navy / Men's,10867,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / S / Navy / Women's,10777,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / XL / Crimson / Men's,10866,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / XL / Crimson / Women's,10776,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / XL / Navy / Men's,10870,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
I Took CS50 T-Shirt / XL / Navy / Women's,10780,,CS50,CS50,"010 Apparel > T-shirts, Tanks",,JFK,0,0,12,0,0
Inside Harvard / 1st Edition,4999,HSAPUB,5 Accessories,HSA Publications,180 Accessories > Other,,JFK,-1,-8.25,8.25,0,0
Inside Harvard / 2nd Edition,10114,HSAPUB,5 Accessories,HSA Publications,180 Accessories > Other,,JFK,0,0,8.25,15,15
Inside Harvard Third Edition,10509,,5 Accessories,HSA Publications,180 Accessories > Other,,JFK,-6,-49.57134,8.26189,5,5
Ivory Terry Crew / Ivory / L,11219,,4 Fall 2017 Collection,Apparel Empire,021 Apparel > Sweatshirts > Crewneck,,JFK,3,76.5,25.5,0,0
Ivory Terry Crew / Ivory / M,11218,,4 Fall 2017 Collection,Apparel Empire,021 Apparel > Sweatshirts > Crewneck,,JFK,2,51,25.5,0,0
Ivory Terry Crew / Ivory / S,11217,,4 Fall 2017 Collection,Apparel Empire,021 Apparel > Sweatshirts > Crewneck,,JFK,-1,-25.5,25.5,0,0
Ivory Terry Crew / Ivory / XL,11220,,4 Fall 2017 Collection,Apparel Empire,021 Apparel > Sweatshirts > Crewneck,,JFK,3,76.5,25.5,0,0
Ivory Terry Crew / Ivory / XS,11216,,4 Fall 2017 Collection,Apparel Empire,021 Apparel > Sweatshirts > Crewneck,,JFK,3,76.5,25.5,0,0
John Harvard Statue (1924) Vintage Photo,10412,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,JFK,0,0,10,0,0
John Harvard Statue (1930) Vintage Photo / 1 Photo,2984,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,JFK,0,0,10.3,0,0
"John Harvard Statue, 1904",10622,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,JFK,1,12.75,12.75,0,0
Johnston Gate Vintage Photo / 1 Photo,2987,TOEGOZ,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,JFK,0,0,10.3,0,0
Kid's Harvard Crest Hat / Crimson,10885,,"7 Youth, Toddler, Infant",Bay State Apparel,030 Apparel > Hats,,JFK,0,0,4.75,0,0
Kid's Harvard University Hat,10886,,"7 Youth, Toddler, Infant",Bay State Apparel,030 Apparel > Hats,,JFK,9,42.75,4.75,0,0
KSG Frame Ex-Ed Frame,2311,UFRAME,Large Purchases,University Frames,"400 Frames, Rings, Chairs, Lamps",kennedy school of government executive education frame,JFK,24,1881.3696,78.3904,5,5
Ladies Arc T-Shirt / Blue / L,10719,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,1,4.98,4.98,0,0
Ladies Arc T-Shirt / Blue / M,10718,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,1,4.99,4.99,0,0
Ladies Arc T-Shirt / Blue / S,10717,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,-1,-5.44,5.44,0,0
Ladies Arc T-Shirt / Blue / XL,10720,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.98,0,0
Ladies Arc T-Shirt / Crimson / L,10362,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,3,16.21095,5.40365,1,2
Ladies Arc T-Shirt / Crimson / M,10361,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,5,27.01825,5.40365,1,2
Ladies Arc T-Shirt / Crimson / S,10358,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,3,16.21095,5.40365,1,2
Ladies Arc T-Shirt / Crimson / XL,10363,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,1,5.40365,5.40365,1,2
Ladies Arc T-Shirt / Ivory / L,10366,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,2,10.40184,5.20092,1,2
Ladies Arc T-Shirt / Ivory / M,10365,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,2,10.49834,5.24917,1,2
Ladies Arc T-Shirt / Ivory / S,10360,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,4,21.6066,5.40165,1,2
Ladies Arc T-Shirt / Ivory / XL,10367,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,2,10.41162,5.20581,1,2
Ladies Arc T-Shirt / Oxford / L,10359,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,1,5.17,5.17,1,2
Ladies Arc T-Shirt / Oxford / M,10369,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,-3,-15,5,1,2
Ladies Arc T-Shirt / Oxford / S,10368,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,-1,-5,5,1,2
Ladies Arc T-Shirt / Oxford / XL,10364,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,-1,-5.17,5.17,1,2
Ladies Classic Crew / L / Oxford,11051,,4 Fall 2017 Collection,Ouray,021 Apparel > Sweatshirts > Crewneck,,JFK,2,44.7127,22.35635,0,0
Ladies Classic Crew / M / Oxford,11050,,4 Fall 2017 Collection,Ouray,021 Apparel > Sweatshirts > Crewneck,,JFK,1,22.36585,22.36585,0,0
Ladies Classic Crew / S / Oxford,11049,,4 Fall 2017 Collection,Ouray,021 Apparel > Sweatshirts > Crewneck,,JFK,1,22.3688,22.3688,0,0
Ladies Classic Crew / XL / Oxford,11052,,4 Fall 2017 Collection,Ouray,021 Apparel > Sweatshirts > Crewneck,,JFK,2,44.7385,22.36925,0,0
Ladies Classic Crew / XS / Oxford,11048,,4 Fall 2017 Collection,Ouray,021 Apparel > Sweatshirts > Crewneck,,JFK,6,134.15922,22.35987,0,0
Ladies Crest V-neck / L / Blue,10733,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,-2,-10,5,0,0
Ladies Crest V-neck / M / Blue,10732,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,5.61,0,0
Ladies Crest V-neck / S / Blue,10731,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,5.61,0,0
Ladies Crest V-neck / XL / Blue,10734,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,5.61,0,0
Ladies French Terry Crew / Blue / L,10761,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,4,47.3528,11.8382,0,0
Ladies French Terry Crew / Blue / M,10760,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,2,23.77266,11.88633,0,0
Ladies French Terry Crew / Blue / S,10759,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,3,35.67171,11.89057,0,0
Ladies French Terry Crew / Blue / XL,10762,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,2,23.68668,11.84334,0,0
Ladies French Terry Crew / Pink / L,10757,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,3,35.36088,11.78696,0,0
Ladies French Terry Crew / Pink / M,10756,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,4,47.14332,11.78583,0,0
Ladies French Terry Crew / Pink / S,10755,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,5,58.8715,11.7743,0,0
Ladies French Terry Crew / Pink / XL,10758,,2 Lifestyle Collection,MV Sport,021 Apparel > Sweatshirts > Crewneck,,JFK,3,35.35248,11.78416,0,0
Ladies Long Sleeve Crest Triblend / Crimson / L,11270,,4 Spring 2018 Collection,Apparel Empire,"010 Apparel > T-shirts, Tanks",,JFK,0,0,7.5,0,0
Ladies Long Sleeve Crest Triblend / Crimson / M,11269,,4 Spring 2018 Collection,Apparel Empire,"010 Apparel > T-shirts, Tanks",,JFK,0,0,7.5,0,0
Ladies Long Sleeve Crest Triblend / Crimson / S,11268,,4 Spring 2018 Collection,Apparel Empire,"010 Apparel > T-shirts, Tanks",,JFK,0,0,7.5,0,0
Ladies Long Sleeve Crest Triblend / Crimson / XL,11271,,4 Spring 2018 Collection,Apparel Empire,"010 Apparel > T-shirts, Tanks",,JFK,0,0,7.5,0,0
Ladies Long Sleeve Crest Triblend / Crimson / XS,11267,,4 Spring 2018 Collection,Apparel Empire,"010 Apparel > T-shirts, Tanks",,JFK,0,0,7.5,0,0
Ladies MIT Binary Logo T-Shirt / L / Charcoal,60150,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,5.5,0,0
Ladies MIT Binary Logo T-Shirt / M / Charcoal,60149,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,5.5,0,0
Ladies MIT Binary Logo T-Shirt / S / Charcoal,60148,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,5.5,0,0
Ladies MIT Binary Logo T-Shirt / XL / Charcoal,60151,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,5.5,0,0
