id,handle,sku,name,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,supplier_name,active
dc5a52d7-1850-9a81-1e14-d74b6073fb75,HarvardEnamelHKeychain,11516,Harvard Enamel H Keychain,Color,Crimson,,,,,Pin Badge Maker Company,1
de5baed1-bdb9-1c9a-65a1-d07cc08f8082,HarvardSpeckledTee,11288,Harvard Speckled Tee,Colour,White,Size,S,,,Latitude 44,1
5e5f07c9-92c1-fa19-1a8e-1feb70a020f8,HarvardSpeckledTee,11290,Harvard Speckled Tee,Colour,White,Size,L,,,Latitude 44,1
7488c7f2-246d-fb9d-feb8-87a8e28f6e9f,HarvardSpeckledTee,11289,Harvard Speckled Tee,Colour,White,Size,M,,,Latitude 44,1
c62395a2-78e2-281e-6f82-a62f9504a671,HarvardSpeckledTee,11291,Harvard Speckled Tee,Colour,White,Size,XL,,,Latitude 44,1
df8a08c6-6c3f-11e2-b1f5-4040782fde00,WatercolorPostcard,632,Watercolor Postcard,,,,,,,Quality,1
e200ec19-6c3d-11e2-b1f5-4040782fde00,PewterKeychain,3779,Pewter Keychain,Color,Silver,,,,,Pin Badge Maker Company,1
e52b2846-e93d-11e4-f98b-f4d9599bf843,HarvardSpeckledMug,10464,Harvard Speckled Mug,Color,Crimson,,,,,LXG,1
e52b2846-e93d-11e4-f98b-f4d965c245ac,HarvardSpeckledMug,10465,Harvard Speckled Mug,Color,Green,,,,,LXG,1
e52b2846-e93d-11e4-f98b-f8d8c69c536f,HarvardTumbler,10466,Harvard Tumbler,Color,Crimson,,,,,LXG,1
e52b2846-e93d-11e5-f98b-19ad70a60380,HarvardTumbler,10479,Harvard Tumbler,Color,Pink,,,,,LXG,1
e52b2846-e93d-11e4-f98b-f8d90f161c74,HarvardChargePack,10467,Harvard Charge Pack,Color,Crimson,,,,,LXG,1
e52b2846-e93d-11e5-f98b-15c1b8d00ffe,HarvardPerformanceT-shirt,10473,Harvard Performance T-shirt,Size,S,Color,Charcoal,,,Comprint,1
e52b2846-e93d-11e5-f98b-15c1f0029d22,HarvardPerformanceT-shirt,10474,Harvard Performance T-shirt,Size,M,Color,Charcoal,,,Comprint,1
e52b2846-e93d-11e5-f98b-15c1f40d7ad1,HarvardPerformanceT-shirt,10475,Harvard Performance T-shirt,Size,L,Color,Charcoal,,,Comprint,1
e52b2846-e93d-11e5-f98b-15c1f7ab664d,HarvardPerformanceT-shirt,10476,Harvard Performance T-shirt,Size,XL,Color,Charcoal,,,Comprint,1
e52b2846-e93d-11e5-f98b-15c415043368,HarvardTeddyBear,10477,Harvard Teddy Bear,Color,Chocolate,,,,,T-Shirt Bears,1
060f02b1-c83d-11e6-fcd2-28dca226f540,HarvardTeddyBear,10653,Harvard Teddy Bear,Color,Brown,,,,,T-Shirt Bears,1
e52b2846-e93d-11e5-f98b-15c435053d40,HarvardPandaBear,10478,Harvard Panda Bear,Color,,,,,,T-Shirt Bears,1
e52b2846-e93d-11e5-f98b-17d3044efe18,university-frame,UniversityFramDefaultTitle,University Frame,,,,,,,University Frames,1
e52b2846-e93d-11e5-f98b-20bd717a67dc,LogofitStrawHat,10480,Harvard Straw Hat,Color,Crimson,,,,,Logofit,1
